iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,1000000,1000000,max_range,1000000,1,500080,999997,499999,2,1,1693423,0,0,0,0,0,0,0,0,0.0778297,0,0.0610744,0.138904
1,additional,normal,1000000,1000000,max_range,1000000,1,500080,999997,499999,2,1,1693423,0,0,0,0,0,0,0,0,0.0788296,0,0.0608829,0.139713
2,additional,normal,1000000,1000000,max_range,1000000,1,500080,999997,499999,2,1,1693423,0,0,0,0,0,0,0,0,0.0777932,0,0.0618936,0.139687
3,additional,normal,1000000,1000000,max_range,1000000,1,500080,999997,499999,2,1,1693423,0,0,0,0,0,0,0,0,0.0784817,0,0.0604799,0.138962
4,additional,normal,1000000,1000000,max_range,1000000,1,500080,999997,499999,2,1,1693423,0,0,0,0,0,0,0,0,0.0772704,0,0.0611819,0.138452
0,additional,normal,1000000,1000000,2500000,1000000,1,500080,999997,999999,1,0,1000000,0,0,0,0,0,0,0,0,0.0446916,0,0.0465724,0.091264
1,additional,normal,1000000,1000000,2500000,1000000,1,500080,999997,999999,1,0,1000000,0,0,0,0,0,0,0,0,0.045074,0,0.0465559,0.0916299
2,additional,normal,1000000,1000000,2500000,1000000,1,500080,999997,999999,1,0,1000000,0,0,0,0,0,0,0,0,0.0450426,0,0.0467083,0.0917509
3,additional,normal,1000000,1000000,2500000,1000000,1,500080,999997,999999,1,0,1000000,0,0,0,0,0,0,0,0,0.0449857,0,0.0474938,0.0924794
4,additional,normal,1000000,1000000,2500000,1000000,1,500080,999997,999999,1,0,1000000,0,0,0,0,0,0,0,0,0.0450126,0,0.0467649,0.0917776
0,additional,normal,1000000,1000000,100000,1000000,1,500080,999997,90909,11,9,6246890,0,0,0,0,0,0,0,0,0.893194,0,0.1912,1.08439
1,additional,normal,1000000,1000000,100000,1000000,1,500080,999997,90909,11,9,6246890,0,0,0,0,0,0,0,0,0.814848,0,0.190152,1.005
2,additional,normal,1000000,1000000,100000,1000000,1,500080,999997,90909,11,9,6246890,0,0,0,0,0,0,0,0,0.817617,0,0.190051,1.00767
3,additional,normal,1000000,1000000,100000,1000000,1,500080,999997,90909,11,9,6246890,0,0,0,0,0,0,0,0,0.810169,0,0.19054,1.00071
4,additional,normal,1000000,1000000,100000,1000000,1,500080,999997,90909,11,9,6246890,0,0,0,0,0,0,0,0,0.813611,0,0.189199,1.00281
