iter,strategy,num queries,domain size,leaf size,range size,distribution,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
4,lazy,1000000,1000000,100000,100000,normal,62499,16,6,2577977,2577894,37,12,22,0.094317,0.000056,0.000012,0.000828,0.160911,0.0952125,0,0.256124
0,lazy,1000000,1000000,250000,100000,normal,199999,5,3,1444723,1444718,37,1,33,0.050163,0.000160,0.000001,0.002889,0.0840112,0.0532129,0,0.137224
1,lazy,1000000,1000000,250000,100000,normal,199999,5,3,1444723,1444718,37,1,33,0.049935,0.000153,0.000002,0.002920,0.0820261,0.0530101,0,0.135036
2,lazy,1000000,1000000,250000,100000,normal,199999,5,3,1444723,1444718,37,1,33,0.050162,0.000157,0.000001,0.002866,0.082345,0.0531852,0,0.13553
3,lazy,1000000,1000000,250000,100000,normal,199999,5,3,1444723,1444718,37,1,33,0.049793,0.000159,0.000001,0.002921,0.0822632,0.0528736,0,0.135137
4,lazy,1000000,1000000,250000,100000,normal,199999,5,3,1444723,1444718,37,1,33,0.049873,0.000200,0.000001,0.002933,0.0846644,0.0530077,0,0.137672
0,eager,1000000,1000000,1000,100000,normal,985,1015,351,102061302,102061231,1022,971,8,6.602108,0.000213,0.000327,0.000036,135.205,6.60268,0,141.807
1,eager,1000000,1000000,1000,100000,normal,985,1015,351,102061302,102061231,1022,971,8,6.574184,0.000216,0.000336,0.000036,135.537,6.57477,0,142.112
2,eager,1000000,1000000,1000,100000,normal,985,1015,351,102061302,102061231,1022,971,8,6.539690,0.000216,0.000359,0.000034,138.042,6.5403,0,144.582
3,eager,1000000,1000000,1000,100000,normal,985,1015,351,102061302,102061231,1022,971,8,6.726219,0.000224,0.000345,0.000034,136.878,6.72682,0,143.605
4,eager,1000000,1000000,1000,100000,normal,985,1015,351,102061302,102061231,1022,971,8,6.916940,0.000216,0.000337,0.000035,135.046,6.91753,0,141.964
0,eager,1000000,1000000,10000,100000,normal,8928,112,36,12058763,12058715,123,95,12,0.658406,0.000382,0.000039,0.000396,3.28463,0.659223,0,3.94386
1,eager,1000000,1000000,10000,100000,normal,8928,112,36,12058763,12058715,123,95,12,0.632993,0.000367,0.000038,0.000387,3.35734,0.633784,0,3.99112
2,eager,1000000,1000000,10000,100000,normal,8928,112,36,12058763,12058715,123,95,12,0.624862,0.000367,0.000039,0.000387,3.20505,0.625655,0,3.8307
3,eager,1000000,1000000,10000,100000,normal,8928,112,36,12058763,12058715,123,95,12,0.631308,0.000368,0.000039,0.000393,3.3059,0.632107,0,3.938
4,eager,1000000,1000000,10000,100000,normal,8928,112,36,12058763,12058715,123,95,12,0.625668,0.000366,0.000039,0.000383,3.21788,0.626456,0,3.84433
0,eager,1000000,1000000,100000,100000,normal,62499,16,6,2577938,2577894,37,12,22,0.118613,0.001924,0.000011,0.002762,0.170561,0.12331,0,0.29387
1,eager,1000000,1000000,100000,100000,normal,62499,16,6,2577938,2577894,37,12,22,0.118839,0.001937,0.000010,0.002775,0.167747,0.123561,0,0.291309
2,eager,1000000,1000000,100000,100000,normal,62499,16,6,2577938,2577894,37,12,22,0.120040,0.001941,0.000011,0.002775,0.175635,0.124766,0,0.300401
3,eager,1000000,1000000,100000,100000,normal,62499,16,6,2577938,2577894,37,12,22,0.119084,0.001995,0.000010,0.002805,0.169084,0.123894,0,0.292978
4,eager,1000000,1000000,100000,100000,normal,62499,16,6,2577938,2577894,37,12,22,0.120940,0.001957,0.000010,0.002801,0.174698,0.125708,0,0.300406
0,eager,1000000,1000000,250000,100000,normal,199999,5,3,1444721,1444718,37,1,33,0.069044,0.004788,0.000001,0.008824,0.0845803,0.0826571,0,0.167237
1,eager,1000000,1000000,250000,100000,normal,199999,5,3,1444721,1444718,37,1,33,0.069057,0.004757,0.000001,0.008709,0.0844385,0.082524,0,0.166963
2,eager,1000000,1000000,250000,100000,normal,199999,5,3,1444721,1444718,37,1,33,0.068871,0.004724,0.000001,0.008747,0.0844024,0.0823433,0,0.166746
3,eager,1000000,1000000,250000,100000,normal,199999,5,3,1444721,1444718,37,1,33,0.069180,0.004841,0.000001,0.008961,0.0846251,0.0829824,0,0.167607
4,eager,1000000,1000000,250000,100000,normal,199999,5,3,1444721,1444718,37,1,33,0.072517,0.004724,0.000001,0.008860,0.0854757,0.0861018,0,0.171577
