iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,100000,1000000000,max_range,1000,1,101,1000,101,99133,35,100214,0,0,0,0,0,0,0,0,0.0472166,0,0.0728145,0.120031
1,additional,normal,100000,1000000000,max_range,1000,1,101,1000,101,99133,35,100214,0,0,0,0,0,0,0,0,0.0467241,0,0.0709183,0.117642
2,additional,normal,100000,1000000000,max_range,1000,1,101,1000,101,99133,35,100214,0,0,0,0,0,0,0,0,0.047507,0,0.070808,0.118315
3,additional,normal,100000,1000000000,max_range,1000,1,101,1000,101,99133,35,100214,0,0,0,0,0,0,0,0,0.0465747,0,0.0705785,0.117153
4,additional,normal,100000,1000000000,max_range,1000,1,101,1000,101,99133,35,100214,0,0,0,0,0,0,0,0,0.0470026,0,0.0758348,0.122837
0,additional,normal,100000,1000000000,max_range,10000,1,1006,10000,1043,91818,35,102296,0,0,0,0,0,0,0,0,0.0466195,0,0.0664253,0.113045
1,additional,normal,100000,1000000000,max_range,10000,1,1006,10000,1043,91818,35,102296,0,0,0,0,0,0,0,0,0.0467903,0,0.0661658,0.112956
2,additional,normal,100000,1000000000,max_range,10000,1,1006,10000,1043,91818,35,102296,0,0,0,0,0,0,0,0,0.047652,0,0.0664265,0.114078
3,additional,normal,100000,1000000000,max_range,10000,1,1006,10000,1043,91818,35,102296,0,0,0,0,0,0,0,0,0.0472707,0,0.0665319,0.113803
4,additional,normal,100000,1000000000,max_range,10000,1,1006,10000,1043,91818,35,102296,0,0,0,0,0,0,0,0,0.0468255,0,0.0695885,0.116414
0,additional,normal,100000,1000000000,max_range,100000,1,10058,100000,15204,42475,35,113186,0,0,0,0,0,0,0,0,0.044962,0,0.0401834,0.0851454
1,additional,normal,100000,1000000000,max_range,100000,1,10058,100000,15204,42475,35,113186,0,0,0,0,0,0,0,0,0.0448803,0,0.040062,0.0849423
2,additional,normal,100000,1000000000,max_range,100000,1,10058,100000,15204,42475,35,113186,0,0,0,0,0,0,0,0,0.0448473,0,0.0398599,0.0847072
3,additional,normal,100000,1000000000,max_range,100000,1,10058,100000,15204,42475,35,113186,0,0,0,0,0,0,0,0,0.045053,0,0.0399991,0.0850521
4,additional,normal,100000,1000000000,max_range,100000,1,10058,100000,15204,42475,35,113186,0,0,0,0,0,0,0,0,0.0450022,0,0.0398454,0.0848476
0,additional,normal,100000,1000000000,max_range,1000000,1,100580,1000000,540148,1851,24,118168,0,0,0,0,0,0,0,0,0.0210117,0,0.0147985,0.0358102
1,additional,normal,100000,1000000000,max_range,1000000,1,100580,1000000,540148,1851,24,118168,0,0,0,0,0,0,0,0,0.021475,0,0.0143887,0.0358637
2,additional,normal,100000,1000000000,max_range,1000000,1,100580,1000000,540148,1851,24,118168,0,0,0,0,0,0,0,0,0.0218463,0,0.0158048,0.0376511
3,additional,normal,100000,1000000000,max_range,1000000,1,100580,1000000,540148,1851,24,118168,0,0,0,0,0,0,0,0,0.0220855,0,0.0147296,0.0368151
4,additional,normal,100000,1000000000,max_range,1000000,1,100580,1000000,540148,1851,24,118168,0,0,0,0,0,0,0,0,0.0211006,0,0.0150429,0.0361434
0,additional,normal,100000,1000000000,max_range,10000000,1,1005800,10000000,5617796,178,14,117764,0,0,0,0,0,0,0,0,0.011948,0,0.00908568,0.0210337
1,additional,normal,100000,1000000000,max_range,10000000,1,1005800,10000000,5617796,178,14,117764,0,0,0,0,0,0,0,0,0.0119562,0,0.00881089,0.0207671
2,additional,normal,100000,1000000000,max_range,10000000,1,1005800,10000000,5617796,178,14,117764,0,0,0,0,0,0,0,0,0.0117956,0,0.00869696,0.0204925
3,additional,normal,100000,1000000000,max_range,10000000,1,1005800,10000000,5617796,178,14,117764,0,0,0,0,0,0,0,0,0.0119647,0,0.00861925,0.020584
4,additional,normal,100000,1000000000,max_range,10000000,1,1005800,10000000,5617796,178,14,117764,0,0,0,0,0,0,0,0,0.0121347,0,0.00860696,0.0207417
0,lazy,normal,100000,1000000000,max_range,1000,1,101,1000,101,99133,35,100227,100016,99566,103,434,0.010377,0.034216,0.000060,0.000166,0.0538725,0.0448189,0,0.0986914
1,lazy,normal,100000,1000000000,max_range,1000,1,101,1000,101,99133,35,100227,100016,99566,103,434,0.010387,0.033928,0.000059,0.000187,0.0525891,0.0445615,0,0.0971506
2,lazy,normal,100000,1000000000,max_range,1000,1,101,1000,101,99133,35,100227,100016,99566,103,434,0.011372,0.034857,0.000067,0.000173,0.057946,0.0464699,0,0.104416
3,lazy,normal,100000,1000000000,max_range,1000,1,101,1000,101,99133,35,100227,100016,99566,103,434,0.010250,0.033164,0.000057,0.000161,0.0524711,0.0436314,0,0.0961025
4,lazy,normal,100000,1000000000,max_range,1000,1,101,1000,101,99133,35,100227,100016,99566,103,434,0.010858,0.033015,0.000059,0.000169,0.0531331,0.044101,0,0.0972341
0,lazy,normal,100000,1000000000,max_range,10000,1,1006,10000,1043,91818,35,103359,101313,96666,802,4807,0.010926,0.033858,0.000485,0.001723,0.0522115,0.0469925,0,0.099204
