iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,10,1000000000,100000,100000,100000,100000,100000,100000,10,6,10,0,0,0,0,0,0,0,0,3.4e-06,0,4.643e-06,8.043e-06
1,additional,normal,10,1000000000,100000,100000,100000,100000,100000,100000,10,6,10,0,0,0,0,0,0,0,0,3.175e-06,0,3.918e-06,7.093e-06
2,additional,normal,10,1000000000,100000,100000,100000,100000,100000,100000,10,6,10,0,0,0,0,0,0,0,0,3.218e-06,0,3.939e-06,7.157e-06
3,additional,normal,10,1000000000,100000,100000,100000,100000,100000,100000,10,6,10,0,0,0,0,0,0,0,0,3.271e-06,0,4.05e-06,7.321e-06
4,additional,normal,10,1000000000,100000,100000,100000,100000,100000,100000,10,6,10,0,0,0,0,0,0,0,0,3.386e-06,0,4.12e-06,7.506e-06
0,additional,normal,100,1000000000,100000,100000,100000,100000,100000,100000,100,11,100,0,0,0,0,0,0,0,0,3.1223e-05,0,3.3285e-05,6.4508e-05
1,additional,normal,100,1000000000,100000,100000,100000,100000,100000,100000,100,11,100,0,0,0,0,0,0,0,0,3.1064e-05,0,3.3423e-05,6.4487e-05
2,additional,normal,100,1000000000,100000,100000,100000,100000,100000,100000,100,11,100,0,0,0,0,0,0,0,0,3.3338e-05,0,3.3471e-05,6.6809e-05
3,additional,normal,100,1000000000,100000,100000,100000,100000,100000,100000,100,11,100,0,0,0,0,0,0,0,0,3.1406e-05,0,3.3345e-05,6.4751e-05
4,additional,normal,100,1000000000,100000,100000,100000,100000,100000,100000,100,11,100,0,0,0,0,0,0,0,0,3.1146e-05,0,3.2204e-05,6.335e-05
0,additional,normal,1000,1000000000,100000,100000,100000,100000,100000,95827,998,18,1169,0,0,0,0,0,0,0,0,0.000337224,0,0.000411847,0.000749071
1,additional,normal,1000,1000000000,100000,100000,100000,100000,100000,95827,998,18,1169,0,0,0,0,0,0,0,0,0.000339634,0,0.000403409,0.000743043
2,additional,normal,1000,1000000000,100000,100000,100000,100000,100000,95827,998,18,1169,0,0,0,0,0,0,0,0,0.000332533,0,0.00040673,0.000739263
3,additional,normal,1000,1000000000,100000,100000,100000,100000,100000,95827,998,18,1169,0,0,0,0,0,0,0,0,0.000333221,0,0.000403514,0.000736735
4,additional,normal,1000,1000000000,100000,100000,100000,100000,100000,95827,998,18,1169,0,0,0,0,0,0,0,0,0.000337752,0,0.000404555,0.000742307
0,additional,normal,10000,1000000000,100000,100000,100000,100000,100000,76197,8244,29,19949,0,0,0,0,0,0,0,0,0.00509292,0,0.00707115,0.0121641
1,additional,normal,10000,1000000000,100000,100000,100000,100000,100000,76197,8244,29,19949,0,0,0,0,0,0,0,0,0.00463682,0,0.00694426,0.0115811
2,additional,normal,10000,1000000000,100000,100000,100000,100000,100000,76197,8244,29,19949,0,0,0,0,0,0,0,0,0.00353798,0,0.00599814,0.00953611
3,additional,normal,10000,1000000000,100000,100000,100000,100000,100000,76197,8244,29,19949,0,0,0,0,0,0,0,0,0.00336794,0,0.00507254,0.00844048
4,additional,normal,10000,1000000000,100000,100000,100000,100000,100000,76197,8244,29,19949,0,0,0,0,0,0,0,0,0.00343552,0,0.00543831,0.00887382
0,additional,normal,100000,1000000000,100000,100000,100000,100000,100000,67877,14731,31,244771,0,0,0,0,0,0,0,0,0.0466993,0,0.0429027,0.089602
1,additional,normal,100000,1000000000,100000,100000,100000,100000,100000,67877,14731,31,244771,0,0,0,0,0,0,0,0,0.0473971,0,0.0434293,0.0908264
2,additional,normal,100000,1000000000,100000,100000,100000,100000,100000,67877,14731,31,244771,0,0,0,0,0,0,0,0,0.0475064,0,0.0430836,0.09059
3,additional,normal,100000,1000000000,100000,100000,100000,100000,100000,67877,14731,31,244771,0,0,0,0,0,0,0,0,0.0473473,0,0.0447265,0.0920739
4,additional,normal,100000,1000000000,100000,100000,100000,100000,100000,67877,14731,31,244771,0,0,0,0,0,0,0,0,0.047209,0,0.0429272,0.0901362
0,additional,normal,1000000,1000000000,100000,100000,100000,100000,100000,67879,14732,31,2471998,0,0,0,0,0,0,0,0,0.456205,0,0.374191,0.830396
1,additional,normal,1000000,1000000000,100000,100000,100000,100000,100000,67879,14732,31,2471998,0,0,0,0,0,0,0,0,0.457177,0,0.379973,0.837151
2,additional,normal,1000000,1000000000,100000,100000,100000,100000,100000,67879,14732,31,2471998,0,0,0,0,0,0,0,0,0.453332,0,0.372581,0.825913
