iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,100000,1000000000,max_range,0,100,548,999,552,96542,32,103091,0,0,0,0,0,0,0,0,0.0471783,0,0.0713934,0.118572
1,additional,normal,100000,1000000000,max_range,0,100,548,999,552,96542,32,103091,0,0,0,0,0,0,0,0,0.0486346,0,0.0700486,0.118683
2,additional,normal,100000,1000000000,max_range,0,100,548,999,552,96542,32,103091,0,0,0,0,0,0,0,0,0.0477476,0,0.0696095,0.117357
3,additional,normal,100000,1000000000,max_range,0,100,548,999,552,96542,32,103091,0,0,0,0,0,0,0,0,0.0469551,0,0.0683682,0.115323
4,additional,normal,100000,1000000000,max_range,0,100,548,999,552,96542,32,103091,0,0,0,0,0,0,0,0,0.0467092,0,0.0714672,0.118176
0,additional,normal,100000,1000000000,10000000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0471773,0,0.0683108,0.115488
1,additional,normal,100000,1000000000,10000000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0465062,0,0.0665756,0.113082
2,additional,normal,100000,1000000000,10000000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0463284,0,0.066561,0.112889
3,additional,normal,100000,1000000000,10000000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0468098,0,0.0668386,0.113648
4,additional,normal,100000,1000000000,10000000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0492111,0,0.0688787,0.11809
0,additional,normal,100000,1000000000,1000000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0481862,0,0.0675213,0.115707
1,additional,normal,100000,1000000000,1000000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0467134,0,0.0677324,0.114446
2,additional,normal,100000,1000000000,1000000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0469688,0,0.0698703,0.116839
3,additional,normal,100000,1000000000,1000000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0476209,0,0.0715602,0.119181
4,additional,normal,100000,1000000000,1000000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0466999,0,0.0664351,0.113135
0,additional,normal,100000,1000000000,100000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0466492,0,0.0659282,0.112577
1,additional,normal,100000,1000000000,100000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0471746,0,0.0679829,0.115157
2,additional,normal,100000,1000000000,100000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0465326,0,0.0670189,0.113552
3,additional,normal,100000,1000000000,100000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.0463692,0,0.0668763,0.113246
4,additional,normal,100000,1000000000,100000,0,100,548,999,566,94525,32,100024,0,0,0,0,0,0,0,0,0.046068,0,0.06678,0.112848
0,additional,normal,100000,1000000000,10000,0,100,548,999,564,94545,32,100029,0,0,0,0,0,0,0,0,0.0467012,0,0.0682255,0.114927
1,additional,normal,100000,1000000000,10000,0,100,548,999,564,94545,32,100029,0,0,0,0,0,0,0,0,0.0462488,0,0.0671701,0.113419
2,additional,normal,100000,1000000000,10000,0,100,548,999,564,94545,32,100029,0,0,0,0,0,0,0,0,0.0462226,0,0.0702463,0.116469
3,additional,normal,100000,1000000000,10000,0,100,548,999,564,94545,32,100029,0,0,0,0,0,0,0,0,0.046843,0,0.0712589,0.118102
4,additional,normal,100000,1000000000,10000,0,100,548,999,564,94545,32,100029,0,0,0,0,0,0,0,0,0.0469898,0,0.0681806,0.11517
