iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,100000,1000000000,max_range,1000,1,201,1000,202,98452,35,100783,0,0,0,0,0,0,0,0,0.046844,0,0.0706941,0.117538
1,additional,normal,100000,1000000000,max_range,1000,1,201,1000,202,98452,35,100783,0,0,0,0,0,0,0,0,0.0462858,0,0.0698957,0.116181
2,additional,normal,100000,1000000000,max_range,1000,1,201,1000,202,98452,35,100783,0,0,0,0,0,0,0,0,0.0467136,0,0.0705845,0.117298
3,additional,normal,100000,1000000000,max_range,1000,1,201,1000,202,98452,35,100783,0,0,0,0,0,0,0,0,0.0473506,0,0.0732556,0.120606
4,additional,normal,100000,1000000000,max_range,1000,1,201,1000,202,98452,35,100783,0,0,0,0,0,0,0,0,0.0471805,0,0.0705517,0.117732
0,additional,normal,100000,1000000000,max_range,10000,1,2005,10000,2111,86038,36,107330,0,0,0,0,0,0,0,0,0.0466092,0,0.0649109,0.11152
1,additional,normal,100000,1000000000,max_range,10000,1,2005,10000,2111,86038,36,107330,0,0,0,0,0,0,0,0,0.0467622,0,0.065186,0.111948
2,additional,normal,100000,1000000000,max_range,10000,1,2005,10000,2111,86038,36,107330,0,0,0,0,0,0,0,0,0.0466116,0,0.0641275,0.110739
3,additional,normal,100000,1000000000,max_range,10000,1,2005,10000,2111,86038,36,107330,0,0,0,0,0,0,0,0,0.046805,0,0.0636568,0.110462
4,additional,normal,100000,1000000000,max_range,10000,1,2005,10000,2111,86038,36,107330,0,0,0,0,0,0,0,0,0.0472497,0,0.0648008,0.112051
0,additional,normal,100000,1000000000,max_range,100000,1,20046,100000,34174,25421,34,129108,0,0,0,0,0,0,0,0,0.0430789,0,0.0342979,0.0773768
1,additional,normal,100000,1000000000,max_range,100000,1,20046,100000,34174,25421,34,129108,0,0,0,0,0,0,0,0,0.0409322,0,0.0339125,0.0748448
2,additional,normal,100000,1000000000,max_range,100000,1,20046,100000,34174,25421,34,129108,0,0,0,0,0,0,0,0,0.0428758,0,0.0338508,0.0767266
3,additional,normal,100000,1000000000,max_range,100000,1,20046,100000,34174,25421,34,129108,0,0,0,0,0,0,0,0,0.0428417,0,0.0333413,0.076183
4,additional,normal,100000,1000000000,max_range,100000,1,20046,100000,34174,25421,34,129108,0,0,0,0,0,0,0,0,0.0422121,0,0.0336535,0.0758656
0,additional,normal,100000,1000000000,max_range,1000000,1,200460,1000000,560141,1785,25,135008,0,0,0,0,0,0,0,0,0.0212737,0,0.0163927,0.0376664
1,additional,normal,100000,1000000000,max_range,1000000,1,200460,1000000,560141,1785,25,135008,0,0,0,0,0,0,0,0,0.0215809,0,0.0157929,0.0373738
2,additional,normal,100000,1000000000,max_range,1000000,1,200460,1000000,560141,1785,25,135008,0,0,0,0,0,0,0,0,0.0214327,0,0.0163241,0.0377568
