iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,10,1000000000,max_range,10000,10000,10000,10000,10000,10,6,10,0,0,0,0,0,0,0,0,2.953e-06,0,3.741e-06,6.694e-06
1,additional,normal,10,1000000000,max_range,10000,10000,10000,10000,10000,10,6,10,0,0,0,0,0,0,0,0,2.557e-06,0,4.282e-06,6.839e-06
2,additional,normal,10,1000000000,max_range,10000,10000,10000,10000,10000,10,6,10,0,0,0,0,0,0,0,0,2.368e-06,0,3.071e-06,5.439e-06
3,additional,normal,10,1000000000,max_range,10000,10000,10000,10000,10000,10,6,10,0,0,0,0,0,0,0,0,2.389e-06,0,3.941e-06,6.33e-06
4,additional,normal,10,1000000000,max_range,10000,10000,10000,10000,10000,10,6,10,0,0,0,0,0,0,0,0,2.458e-06,0,3.519e-06,5.977e-06
0,additional,normal,10,1000000000,max_range,100000,100000,100000,100000,100000,10,6,10,0,0,0,0,0,0,0,0,2.316e-06,0,3.406e-06,5.722e-06
1,additional,normal,10,1000000000,max_range,100000,100000,100000,100000,100000,10,6,10,0,0,0,0,0,0,0,0,2.635e-06,0,3.518e-06,6.153e-06
2,additional,normal,10,1000000000,max_range,100000,100000,100000,100000,100000,10,6,10,0,0,0,0,0,0,0,0,2.931e-06,0,3.834e-06,6.765e-06
3,additional,normal,10,1000000000,max_range,100000,100000,100000,100000,100000,10,6,10,0,0,0,0,0,0,0,0,2.304e-06,0,2.864e-06,5.168e-06
4,additional,normal,10,1000000000,max_range,100000,100000,100000,100000,100000,10,6,10,0,0,0,0,0,0,0,0,2.284e-06,0,2.774e-06,5.058e-06
0,additional,normal,10,1000000000,max_range,1000000,1000000,1000000,1000000,1000000,10,6,10,0,0,0,0,0,0,0,0,2.291e-06,0,2.703e-06,4.994e-06
1,additional,normal,10,1000000000,max_range,1000000,1000000,1000000,1000000,1000000,10,6,10,0,0,0,0,0,0,0,0,2.266e-06,0,2.765e-06,5.031e-06
2,additional,normal,10,1000000000,max_range,1000000,1000000,1000000,1000000,1000000,10,6,10,0,0,0,0,0,0,0,0,2.269e-06,0,2.829e-06,5.098e-06
3,additional,normal,10,1000000000,max_range,1000000,1000000,1000000,1000000,1000000,10,6,10,0,0,0,0,0,0,0,0,2.243e-06,0,2.776e-06,5.019e-06
4,additional,normal,10,1000000000,max_range,1000000,1000000,1000000,1000000,1000000,10,6,10,0,0,0,0,0,0,0,0,2.321e-06,0,2.779e-06,5.1e-06
0,additional,normal,10,1000000000,max_range,10000000,10000000,10000000,10000000,9154276,10,6,12,0,0,0,0,0,0,0,0,2.409e-06,0,2.996e-06,5.405e-06
1,additional,normal,10,1000000000,max_range,10000000,10000000,10000000,10000000,9154276,10,6,12,0,0,0,0,0,0,0,0,2.325e-06,0,3.081e-06,5.406e-06
2,additional,normal,10,1000000000,max_range,10000000,10000000,10000000,10000000,9154276,10,6,12,0,0,0,0,0,0,0,0,2.503e-06,0,3.186e-06,5.689e-06
3,additional,normal,10,1000000000,max_range,10000000,10000000,10000000,10000000,9154276,10,6,12,0,0,0,0,0,0,0,0,2.455e-06,0,3.202e-06,5.657e-06
4,additional,normal,10,1000000000,max_range,10000000,10000000,10000000,10000000,9154276,10,6,12,0,0,0,0,0,0,0,0,2.663e-06,0,3.121e-06,5.784e-06
0,additional,normal,100,1000000000,max_range,10000,10000,10000,10000,10000,100,11,100,0,0,0,0,0,0,0,0,2.2684e-05,0,2.4371e-05,4.7055e-05
1,additional,normal,100,1000000000,max_range,10000,10000,10000,10000,10000,100,11,100,0,0,0,0,0,0,0,0,2.3004e-05,0,2.4285e-05,4.7289e-05
2,additional,normal,100,1000000000,max_range,10000,10000,10000,10000,10000,100,11,100,0,0,0,0,0,0,0,0,2.272e-05,0,2.4372e-05,4.7092e-05
3,additional,normal,100,1000000000,max_range,10000,10000,10000,10000,10000,100,11,100,0,0,0,0,0,0,0,0,2.2289e-05,0,2.3852e-05,4.6141e-05
4,additional,normal,100,1000000000,max_range,10000,10000,10000,10000,10000,100,11,100,0,0,0,0,0,0,0,0,2.2342e-05,0,2.366e-05,4.6002e-05
0,additional,normal,100,1000000000,max_range,100000,100000,100000,100000,100000,100,11,100,0,0,0,0,0,0,0,0,2.2377e-05,0,2.3472e-05,4.5849e-05
1,additional,normal,100,1000000000,max_range,100000,100000,100000,100000,100000,100,11,100,0,0,0,0,0,0,0,0,2.4802e-05,0,2.4338e-05,4.914e-05
2,additional,normal,100,1000000000,max_range,100000,100000,100000,100000,100000,100,11,100,0,0,0,0,0,0,0,0,2.3381e-05,0,2.5974e-05,4.9355e-05
3,additional,normal,100,1000000000,max_range,100000,100000,100000,100000,100000,100,11,100,0,0,0,0,0,0,0,0,2.2811e-05,0,2.3768e-05,4.6579e-05
4,additional,normal,100,1000000000,max_range,100000,100000,100000,100000,100000,100,11,100,0,0,0,0,0,0,0,0,2.2784e-05,0,2.3395e-05,4.6179e-05
0,additional,normal,100,1000000000,max_range,1000000,1000000,1000000,1000000,968204,100,11,116,0,0,0,0,0,0,0,0,2.2702e-05,0,2.5187e-05,4.7889e-05
1,additional,normal,100,1000000000,max_range,1000000,1000000,1000000,1000000,968204,100,11,116,0,0,0,0,0,0,0,0,2.286e-05,0,2.5315e-05,4.8175e-05
2,additional,normal,100,1000000000,max_range,1000000,1000000,1000000,1000000,968204,100,11,116,0,0,0,0,0,0,0,0,2.273e-05,0,2.5377e-05,4.8107e-05
3,additional,normal,100,1000000000,max_range,1000000,1000000,1000000,1000000,968204,100,11,116,0,0,0,0,0,0,0,0,2.3175e-05,0,2.5554e-05,4.8729e-05
4,additional,normal,100,1000000000,max_range,1000000,1000000,1000000,1000000,968204,100,11,116,0,0,0,0,0,0,0,0,2.3109e-05,0,2.5222e-05,4.8331e-05
0,additional,normal,100,1000000000,max_range,10000000,10000000,10000000,10000000,7602618,83,10,200,0,0,0,0,0,0,0,0,2.5582e-05,0,3.1668e-05,5.725e-05
1,additional,normal,100,1000000000,max_range,10000000,10000000,10000000,10000000,7602618,83,10,200,0,0,0,0,0,0,0,0,2.6233e-05,0,3.2148e-05,5.8381e-05
2,additional,normal,100,1000000000,max_range,10000000,10000000,10000000,10000000,7602618,83,10,200,0,0,0,0,0,0,0,0,2.6343e-05,0,3.2935e-05,5.9278e-05
3,additional,normal,100,1000000000,max_range,10000000,10000000,10000000,10000000,7602618,83,10,200,0,0,0,0,0,0,0,0,2.669e-05,0,3.2515e-05,5.9205e-05
