iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time,exec time,post filtering time,total time
3,lazy,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23211,23190,26,8,14,0.004214,0.000026,0.000025,0.000116,0.00660825,0.0043807,0,0.010989,0.0614734,4.2e-07,0.0724628
4,lazy,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23211,23190,26,8,14,0.001462,0.000009,0.000008,0.000047,0.00220363,0.00152532,0,0.00372895,0.0480453,3.54e-07,0.0517746
0,eager,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23206,23190,26,8,14,0.004900,0.000143,0.000028,0.000246,0.00668961,0.00531674,0,0.0120064,0.047823,0.0801284,0.139958
1,eager,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23206,23190,26,8,14,0.005131,0.000139,0.000027,0.000247,0.00668725,0.00554434,0,0.0122316,0.047747,0.0748626,0.134841
2,eager,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23206,23190,26,8,14,0.001999,0.000070,0.000027,0.000113,0.00273342,0.00220777,0,0.0049412,0.03194,0.0676665,0.104548
3,eager,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23206,23190,26,8,14,0.005013,0.000155,0.000030,0.000246,0.00674687,0.005444,0,0.0121909,0.0474048,0.0790125,0.138608
4,eager,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23206,23190,26,8,14,0.004937,0.000143,0.000028,0.000247,0.00668483,0.00535457,0,0.0120394,0.0479106,0.0787057,0.138656
0,additional,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23206,0,0,0,0,0,0,0,0,0.00343885,0,0.000886852,0.0043257,0.0318437,0.0681434,0.105362
1,additional,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23206,0,0,0,0,0,0,0,0,0.0066179,0,0.00421316,0.0108311,0.0470613,0.0811657,0.141056
2,additional,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23206,0,0,0,0,0,0,0,0,0.0066111,0,0.00418968,0.0108008,0.0470309,0.0798627,0.139693
3,additional,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23206,0,0,0,0,0,0,0,0,0.0066038,0,0.00460509,0.0112089,0.0431532,0.0716813,0.128066
4,additional,normal,10000,100000,10000,10000,10000,10000,10000,7690,13,6,23206,0,0,0,0,0,0,0,0,0.00660882,0,0.00424598,0.0108548,0.0472652,0.0804004,0.140518
0,lazy,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232425,232404,32,8,20,0.023242,0.000047,0.000024,0.000623,0.0346651,0.0239366,0,0.0586017,0.0319301,2.44e-07,0.0905321
1,lazy,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232425,232404,32,8,20,0.009615,0.000032,0.000024,0.000287,0.0150165,0.00995793,0,0.0249744,0.0317895,2.43e-07,0.0567641
2,lazy,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232425,232404,32,8,20,0.022762,0.000048,0.000024,0.000659,0.0361928,0.0234931,0,0.0596859,0.0318315,2.31e-07,0.0915177
3,lazy,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232425,232404,32,8,20,0.022470,0.000050,0.000026,0.000677,0.0362438,0.0232226,0,0.0594664,0.0318131,2.21e-07,0.0912797
4,lazy,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232425,232404,32,8,20,0.022533,0.000049,0.000026,0.000691,0.036329,0.0232987,0,0.0596277,0.0323611,2.68e-07,0.0919891
0,eager,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232420,232404,32,8,20,0.025131,0.000801,0.000028,0.001339,0.0321175,0.0272995,0,0.0594169,0.0313776,0.628577,0.719372
1,eager,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232420,232404,32,8,20,0.026208,0.000843,0.000029,0.001453,0.0335663,0.0285326,0,0.0620989,0.0314563,0.672573,0.766128
2,eager,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232420,232404,32,8,20,0.026323,0.000931,0.000027,0.001577,0.0350903,0.0288584,0,0.0639487,0.031914,0.678621,0.774483
3,eager,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232420,232404,32,8,20,0.025180,0.000869,0.000029,0.001531,0.0332077,0.0276089,0,0.0608166,0.0311248,0.677306,0.769247
4,eager,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232420,232404,32,8,20,0.027060,0.000899,0.000027,0.001540,0.034655,0.0295255,0,0.0641805,0.0314751,0.667975,0.76363
0,additional,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232420,0,0,0,0,0,0,0,0,0.0150952,0,0.00902586,0.024121,0.0312682,0.623398,0.683404
1,additional,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232420,0,0,0,0,0,0,0,0,0.0413022,0,0.0104927,0.0517949,0.0323289,0.683055,0.779568
2,additional,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232420,0,0,0,0,0,0,0,0,0.0142851,0,0.00979854,0.0240837,0.0314687,0.683417,0.743122
3,additional,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232420,0,0,0,0,0,0,0,0,0.0424097,0,0.0109036,0.0533133,0.0320265,0.681984,0.780176
4,additional,normal,100000,100000,10000,10000,10000,10000,10000,7692,13,6,232420,0,0,0,0,0,0,0,0,0.0397608,0,0.010684,0.0504448,0.0313889,0.669281,0.763317
0,lazy,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325260,2325239,32,8,20,0.102696,0.000044,0.000026,0.000593,0.155935,0.103358,0,0.259294,0.029895,2.3e-07,0.289189
1,lazy,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325260,2325239,32,8,20,0.097875,0.000044,0.000044,0.000574,0.152386,0.0985366,0,0.250922,0.0298872,2.23e-07,0.28081
2,lazy,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325260,2325239,32,8,20,0.100583,0.000046,0.000024,0.000571,0.153338,0.101223,0,0.254561,0.0299344,2.2e-07,0.284496
3,lazy,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325260,2325239,32,8,20,0.093925,0.000045,0.000026,0.000573,0.154997,0.0945698,0,0.249567,0.0302235,2.25e-07,0.27979
4,lazy,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325260,2325239,32,8,20,0.095877,0.000046,0.000024,0.000595,0.155018,0.096542,0,0.25156,0.0297791,2.22e-07,0.281339
0,eager,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325255,2325239,32,8,20,0.118881,0.000871,0.000026,0.001445,0.155847,0.121224,0,0.27707,0.0303137,6.73823,7.04562
1,eager,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325255,2325239,32,8,20,0.120896,0.000771,0.000027,0.001306,0.152306,0.123,0,0.275306,0.0319365,6.8006,7.10784
2,eager,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325255,2325239,32,8,20,0.121455,0.000805,0.000028,0.001376,0.152405,0.123663,0,0.276068,0.0303709,6.74184,7.04828
3,eager,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325255,2325239,32,8,20,0.119094,0.000725,0.000027,0.001269,0.152224,0.121115,0,0.273338,0.0301204,6.79915,7.10261
4,eager,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325255,2325239,32,8,20,0.123019,0.000799,0.000027,0.001345,0.160712,0.125189,0,0.285902,0.0309566,6.76881,7.08567
0,additional,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325255,0,0,0,0,0,0,0,0,0.160433,0,0.086525,0.246958,0.0305587,6.76808,7.09515
1,additional,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325255,0,0,0,0,0,0,0,0,0.135267,0,0.0857777,0.221044,0.0315387,6.75271,7.04693
2,additional,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325255,0,0,0,0,0,0,0,0,0.158567,0,0.0869308,0.245498,0.0303956,6.75875,7.08312
3,additional,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325255,0,0,0,0,0,0,0,0,0.168685,0,0.0862498,0.254935,0.0306051,6.74131,7.07565
4,additional,normal,1000000,100000,10000,10000,10000,10000,10000,7692,13,6,2325255,0,0,0,0,0,0,0,0,0.162746,0,0.0870555,0.249802,0.0304676,6.69191,7.02073
