iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time,exec time,post filtering time,total time
3,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0436572,0,0.0106944,0.0543517,0.326142,7.53135,7.92477
4,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0443715,0,0.010467,0.0548385,0.325083,7.51058,7.90198
0,lazy,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610540,2610496,38,12,23,0.111371,0.000077,0.000042,0.000977,0.174474,0.112467,0,0.286941,0.32133,75.2318,75.8401
1,lazy,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610540,2610496,38,12,23,0.113103,0.000084,0.000044,0.000985,0.171576,0.114216,0,0.285792,0.321846,74.9544,75.5621
2,lazy,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610540,2610496,38,12,23,0.097212,0.000059,0.000009,0.000840,0.15285,0.0981191,0,0.250969,0.32345,75.4912,76.0656
3,lazy,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610540,2610496,38,12,23,0.114370,0.000085,0.000041,0.000978,0.172481,0.115474,0,0.287955,0.323476,75.6578,76.2692
4,lazy,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610540,2610496,38,12,23,0.109634,0.000093,0.000041,0.001073,0.172331,0.110841,0,0.283172,0.323016,75.7742,76.3803
0,eager,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,2610496,38,12,23,0.136341,0.002284,0.000044,0.003280,0.177061,0.141949,0,0.31901,0.330116,76.2568,76.906
1,eager,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,2610496,38,12,23,0.131015,0.002520,0.000043,0.003255,0.175004,0.136833,0,0.311837,0.323919,75.719,76.3547
2,eager,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,2610496,38,12,23,0.129542,0.002248,0.000043,0.003219,0.17497,0.135052,0,0.310022,0.323177,75.5837,76.2169
3,eager,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,2610496,38,12,23,0.114031,0.002096,0.000009,0.003107,0.155868,0.119243,0,0.27511,0.321487,71.5609,72.1575
4,eager,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,2610496,38,12,23,0.136014,0.002240,0.000041,0.003284,0.172617,0.14158,0,0.314197,0.325143,75.8456,76.4849
0,additional,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,0,0,0,0,0,0,0,0,0.157237,0,0.0934343,0.250671,0.326083,75.7225,76.3465
1,additional,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,0,0,0,0,0,0,0,0,0.162447,0,0.0950172,0.257464,0.327709,71.9891,72.6227
2,additional,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,0,0,0,0,0,0,0,0,0.177353,0,0.0957934,0.273146,0.321178,75.0997,75.7478
3,additional,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,0,0,0,0,0,0,0,0,0.171482,0,0.092572,0.264054,0.321087,75.3265,75.9642
4,additional,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,0,0,0,0,0,0,0,0,0.177009,0,0.0940166,0.271025,0.323044,75.0685,75.7163
