0.772421,0,0,0.717199,0.268043,62496,0.00790258,0.00521064,0,0.0131132,lazy,normal,10000,1000000,100000,100000,1001783458000000
3.74562,0.000815143,3.72738,0.0174318,0.334095,62496,0.00776318,0.00484307,0,0.0126062,lazycentered,normal,10000,1000000,100000,100000,1001783458000000
23.435,0.00697489,23.4114,0.0166193,0.367095,62496,0.00770649,0.00481394,0,0.0125204,lazyaugmented,normal,10000,1000000,100000,100000,1001783458000000
0.786322,0,0,0.727517,0.273777,62496,0.00839254,0.00567991,0,0.0140724,eager,normal,10000,1000000,100000,100000,1001783458000000
23.1597,0.00677675,23.1347,0.018215,0.381246,62496,0.00772051,0.00494859,0,0.0126691,eageraugmented,normal,10000,1000000,100000,100000,1001783458000000
3.75289,0.000798735,3.7342,0.0178956,0.355522,62496,0.00768179,0.00492094,0,0.0126027,eagercentered,normal,10000,1000000,100000,100000,1001783458000000
0.216433,2.2035E-05,0.198119,0.0182917,0.29288,60890,0.000112629,0.000142509,0,0.000255138,eagercentered,normal,100,1000000,100000,100000,9823481200000
0.227172,2.9288E-05,0.209294,0.0178481,0.288386,60890,0.000112562,0.000133048,0,0.00024561,lazycentered,normal,100,1000000,100000,100000,9823481200000
0.0582857,0,0,0.00874694,0.236231,60890,0.00011345,0.000134768,0,0.000248218,lazy,normal,100,1000000,100000,100000,9823481200000
0.059523,0,0,0.00954226,0.236919,60890,0.00011243,0.00014446,0,0.00025689,eager,normal,100,1000000,100000,100000,9823481200000
0.29961,5.3805E-05,0.281897,0.017659,0.288779,60890,0.000113773,0.00013964,0,0.000253413,lazyaugmented,normal,100,1000000,100000,100000,9823481200000
0.281151,4.5233E-05,0.263317,0.0177883,0.292653,60890,0.000112122,0.000146926,0,0.000259048,eageraugmented,normal,100,1000000,100000,100000,9823481200000
0.134688,0,0,0.0760597,0.271932,62458,0.000811317,0.000643551,0,0.00145487,eager,normal,1000,1000000,100000,100000,99704371600000
0.128357,0,0,0.0725572,0.271533,62458,0.000814582,0.000609416,0,0.001424,lazy,normal,1000,1000000,100000,100000,99704371600000
0.473399,0.000109332,0.455195,0.0180954,0.293173,62458,0.000844266,0.000599432,0,0.0014437,lazycentered,normal,1000,1000000,100000,100000,99704371600000
0.4763,0.000111521,0.45782,0.0183676,0.298702,62458,0.00082232,0.00062465,0,0.00144697,eagercentered,normal,1000,1000000,100000,100000,99704371600000
1.64312,0.000601064,1.62526,0.0172573,0.279247,62458,0.000841291,0.000606901,0,0.00144819,lazyaugmented,normal,1000,1000000,100000,100000,99704371600000
1.70462,0.000583293,1.68703,0.0170088,0.286009,62458,0.000829739,0.000674751,0,0.00150449,eageraugmented,normal,1000,1000000,100000,100000,99704371600000
3.53421,0,3.51711,0.0170993,0.344531,62496,0.00308963,0.00193437,0,0.005024,lazynormal,normal,10000,1000000,100000,100000,1001783458000000
0.342787,0,0.324349,0.018438,0.293081,62458,0.000834748,0.000583402,0,0.00141815,lazynormal,normal,1000,1000000,100000,100000,99704371600000
0.133122,0,0.114564,0.0185584,0.294728,60890,0.000113421,0.000136915,0,0.000250336,lazynormal,normal,100,1000000,100000,100000,9823481200000
97.1768,0,97.1585,0.0183254,0.665981,62499,0.0389013,0.02371,0,0.0626113,lazynormal,normal,100000,1000000,100000,100000,10009306629200000
79.6566,0.00815633,79.6304,0.0180781,0.574302,62499,0.0376042,0.0252046,0,0.0628088,lazycentered,normal,100000,1000000,100000,100000,10009306629200000
1488.82,0.0956464,1488.7,0.0176458,1.63786,62499,0.158185,0.0961418,0,0.254327,lazyop,lazycentered,1000000,1000000,100000,100000,99983202613400000
1606.05,0,1606.03,0.0218074,1.77227,62499,0.15892,0.0981001,0,0.25702,lazynormal,normal,1000000,1000000,100000,100000,99983202613400000
