iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time
0,additional,normal,1000000,1000000000,10000000,10000,10000,10000,10000,5464476,183,17,1001655,0,0,0,0,0,0,0,0,0.162987,0,0.0742022,0.237189
1,additional,normal,1000000,1000000000,10000000,10000,10000,10000,10000,5464476,183,17,1001655,0,0,0,0,0,0,0,0,0.164688,0,0.0735727,0.238261
2,additional,normal,1000000,1000000000,10000000,10000,10000,10000,10000,5464476,183,17,1001655,0,0,0,0,0,0,0,0,0.161201,0,0.0750547,0.236255
3,additional,normal,1000000,1000000000,10000000,10000,10000,10000,10000,5464476,183,17,1001655,0,0,0,0,0,0,0,0,0.162556,0,0.0743266,0.236882
4,additional,normal,1000000,1000000000,10000000,10000,10000,10000,10000,5464476,183,17,1001655,0,0,0,0,0,0,0,0,0.160193,0,0.0741247,0.234318
0,additional,normal,1000000,1000000000,10000000,100000,100000,100000,100000,5555544,180,16,1017802,0,0,0,0,0,0,0,0,0.10401,0,0.0767128,0.180723
1,additional,normal,1000000,1000000000,10000000,100000,100000,100000,100000,5555544,180,16,1017802,0,0,0,0,0,0,0,0,0.104205,0,0.0756262,0.179832
2,additional,normal,1000000,1000000000,10000000,100000,100000,100000,100000,5555544,180,16,1017802,0,0,0,0,0,0,0,0,0.10424,0,0.0750277,0.179268
3,additional,normal,1000000,1000000000,10000000,100000,100000,100000,100000,5555544,180,16,1017802,0,0,0,0,0,0,0,0,0.106289,0,0.0753811,0.18167
4,additional,normal,1000000,1000000000,10000000,100000,100000,100000,100000,5555544,180,16,1017802,0,0,0,0,0,0,0,0,0.105542,0,0.0759551,0.181497
0,additional,normal,1000000,1000000000,10000000,1000000,1000000,1000000,1000000,6060590,165,14,1164115,0,0,0,0,0,0,0,0,0.113277,0,0.0809636,0.194241
1,additional,normal,1000000,1000000000,10000000,1000000,1000000,1000000,1000000,6060590,165,14,1164115,0,0,0,0,0,0,0,0,0.115931,0,0.0804811,0.196412
2,additional,normal,1000000,1000000000,10000000,1000000,1000000,1000000,1000000,6060590,165,14,1164115,0,0,0,0,0,0,0,0,0.114143,0,0.0811876,0.19533
3,additional,normal,1000000,1000000000,10000000,1000000,1000000,1000000,1000000,6060590,165,14,1164115,0,0,0,0,0,0,0,0,0.113824,0,0.0803373,0.194161
4,additional,normal,1000000,1000000000,10000000,1000000,1000000,1000000,1000000,6060590,165,14,1164115,0,0,0,0,0,0,0,0,0.11378,0,0.0806869,0.194467
0,additional,normal,1000000,1000000000,10000000,10000000,10000000,10000000,10000000,6756737,148,13,2482538,0,0,0,0,0,0,0,0,0.238339,0,0.119793,0.358132
1,additional,normal,1000000,1000000000,10000000,10000000,10000000,10000000,10000000,6756737,148,13,2482538,0,0,0,0,0,0,0,0,0.236429,0,0.12127,0.357699
2,additional,normal,1000000,1000000000,10000000,10000000,10000000,10000000,10000000,6756737,148,13,2482538,0,0,0,0,0,0,0,0,0.235916,0,0.120384,0.3563
