iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time
0,additional,normal,100000,1000000000,1000,0,1000,5493,9999,893,470135,130,663020,0,0,0,0,0,0,0,0,0.326587,0,0.489769,0.816356
1,additional,normal,100000,1000000000,1000,0,1000,5493,9999,893,470135,130,663020,0,0,0,0,0,0,0,0,0.317099,0,0.516986,0.834086
2,additional,normal,100000,1000000000,1000,0,1000,5493,9999,893,470135,130,663020,0,0,0,0,0,0,0,0,0.322682,0,0.486411,0.809093
3,additional,normal,100000,1000000000,1000,0,1000,5493,9999,893,470135,130,663020,0,0,0,0,0,0,0,0,0.313966,0,0.500413,0.814379
4,additional,normal,100000,1000000000,1000,0,1000,5493,9999,893,470135,130,663020,0,0,0,0,0,0,0,0,0.311284,0,0.512496,0.823779
0,additional,normal,100000,1000000000,10000,0,1000,5493,9999,5821,72199,32,125787,0,0,0,0,0,0,0,0,0.0435904,0,0.0584568,0.102047
1,additional,normal,100000,1000000000,10000,0,1000,5493,9999,5821,72199,32,125787,0,0,0,0,0,0,0,0,0.0437621,0,0.05858,0.102342
2,additional,normal,100000,1000000000,10000,0,1000,5493,9999,5821,72199,32,125787,0,0,0,0,0,0,0,0,0.044726,0,0.0596363,0.104362
3,additional,normal,100000,1000000000,10000,0,1000,5493,9999,5821,72199,32,125787,0,0,0,0,0,0,0,0,0.0459698,0,0.0627716,0.108741
4,additional,normal,100000,1000000000,10000,0,1000,5493,9999,5821,72199,32,125787,0,0,0,0,0,0,0,0,0.0433991,0,0.0594254,0.102825
0,additional,normal,100000,1000000000,1000000,0,1000,5493,9999,7664,56757,31,101455,0,0,0,0,0,0,0,0,0.0416315,0,0.0449145,0.086546
1,additional,normal,100000,1000000000,1000000,0,1000,5493,9999,7664,56757,31,101455,0,0,0,0,0,0,0,0,0.0414336,0,0.0451567,0.0865903
2,additional,normal,100000,1000000000,1000000,0,1000,5493,9999,7664,56757,31,101455,0,0,0,0,0,0,0,0,0.0421677,0,0.045979,0.0881467
3,additional,normal,100000,1000000000,1000000,0,1000,5493,9999,7664,56757,31,101455,0,0,0,0,0,0,0,0,0.0420857,0,0.0460045,0.0880903
4,additional,normal,100000,1000000000,1000000,0,1000,5493,9999,7664,56757,31,101455,0,0,0,0,0,0,0,0,0.0420787,0,0.0452328,0.0873115
