iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time
0,additional,n,100000,1000000000,1000,100,100,100,100,100,98964,35,100001,0,0,0,0,0,0,0,0,0.0625747,0,0.0703526,0.132927
1,additional,n,100000,1000000000,1000,100,100,100,100,100,98964,35,100001,0,0,0,0,0,0,0,0,0.0440738,0,0.0697244,0.113798
2,additional,n,100000,1000000000,1000,100,100,100,100,100,98964,35,100001,0,0,0,0,0,0,0,0,0.0458251,0,0.0715036,0.117329
3,additional,n,100000,1000000000,1000,100,100,100,100,100,98964,35,100001,0,0,0,0,0,0,0,0,0.0433778,0,0.0709355,0.114313
4,additional,n,100000,1000000000,1000,100,100,100,100,100,98964,35,100001,0,0,0,0,0,0,0,0,0.0433012,0,0.0702036,0.113505
0,additional,n,100000,1000000000,10000,1000,1000,1000,1000,1052,90416,35,100086,0,0,0,0,0,0,0,0,0.0444003,0,0.0662949,0.110695
1,additional,n,100000,1000000000,10000,1000,1000,1000,1000,1052,90416,35,100086,0,0,0,0,0,0,0,0,0.0452442,0,0.0664556,0.1117
2,additional,n,100000,1000000000,10000,1000,1000,1000,1000,1052,90416,35,100086,0,0,0,0,0,0,0,0,0.0439602,0,0.0644283,0.108389
3,additional,n,100000,1000000000,10000,1000,1000,1000,1000,1052,90416,35,100086,0,0,0,0,0,0,0,0,0.0440366,0,0.0647702,0.108807
4,additional,n,100000,1000000000,10000,1000,1000,1000,1000,1052,90416,35,100086,0,0,0,0,0,0,0,0,0.0436109,0,0.0646183,0.108229
0,additional,n,100000,1000000000,100000,10000,10000,10000,10000,16663,38080,32,103646,0,0,0,0,0,0,0,0,0.041932,0,0.0362867,0.0782187
1,additional,n,100000,1000000000,100000,10000,10000,10000,10000,16663,38080,32,103646,0,0,0,0,0,0,0,0,0.0421668,0,0.0362846,0.0784513
2,additional,n,100000,1000000000,100000,10000,10000,10000,10000,16663,38080,32,103646,0,0,0,0,0,0,0,0,0.04165,0,0.0363018,0.0779517
3,additional,n,100000,1000000000,100000,10000,10000,10000,10000,16663,38080,32,103646,0,0,0,0,0,0,0,0,0.0428938,0,0.0436813,0.0865751
4,additional,n,100000,1000000000,100000,10000,10000,10000,10000,16663,38080,32,103646,0,0,0,0,0,0,0,0,0.0436765,0,0.0372244,0.0809008
0,additional,n,100000,1000000000,1000000,100000,100000,100000,100000,591313,1691,25,114344,0,0,0,0,0,0,0,0,0.0213724,0,0.0138014,0.0351738
1,additional,n,100000,1000000000,1000000,100000,100000,100000,100000,591313,1691,25,114344,0,0,0,0,0,0,0,0,0.0213891,0,0.0134594,0.0348484
2,additional,n,100000,1000000000,1000000,100000,100000,100000,100000,591313,1691,25,114344,0,0,0,0,0,0,0,0,0.0211682,0,0.0135201,0.0346883
3,additional,n,100000,1000000000,1000000,100000,100000,100000,100000,591313,1691,25,114344,0,0,0,0,0,0,0,0,0.021168,0,0.0137201,0.0348881
4,additional,n,100000,1000000000,1000000,100000,100000,100000,100000,591313,1691,25,114344,0,0,0,0,0,0,0,0,0.021251,0,0.0133536,0.0346047
0,additional,n,100000,1000000000,10000000,1000000,1000000,1000000,1000000,6060540,165,14,116275,0,0,0,0,0,0,0,0,0.0118321,0,0.00821077,0.0200429
1,additional,n,100000,1000000000,10000000,1000000,1000000,1000000,1000000,6060540,165,14,116275,0,0,0,0,0,0,0,0,0.011791,0,0.00820366,0.0199946
2,additional,n,100000,1000000000,10000000,1000000,1000000,1000000,1000000,6060540,165,14,116275,0,0,0,0,0,0,0,0,0.0119523,0,0.00825859,0.0202109
3,additional,n,100000,1000000000,10000000,1000000,1000000,1000000,1000000,6060540,165,14,116275,0,0,0,0,0,0,0,0,0.0119944,0,0.00832221,0.0203166
4,additional,n,100000,1000000000,10000000,1000000,1000000,1000000,1000000,6060540,165,14,116275,0,0,0,0,0,0,0,0,0.0119163,0,0.00825848,0.0201748
0,lazy,n,100000,1000000000,1000,100,100,100,100,100,98964,35,100002,100002,99994,0,1031,0.009251,0.030876,0.000000,0.000353,0.0504163,0.0404794,0,0.0908957
1,lazy,n,100000,1000000000,1000,100,100,100,100,100,98964,35,100002,100002,99994,0,1031,0.009537,0.031645,0.000000,0.000356,0.0513225,0.0415383,0,0.0928608
2,lazy,n,100000,1000000000,1000,100,100,100,100,100,98964,35,100002,100002,99994,0,1031,0.009557,0.032088,0.000000,0.000353,0.0516161,0.0419979,0,0.093614
3,lazy,n,100000,1000000000,1000,100,100,100,100,100,98964,35,100002,100002,99994,0,1031,0.010280,0.032547,0.000000,0.000360,0.0519351,0.0431873,0,0.0951224
