iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time
0,additional,normal,100000,1000000000,100,100,100,100,100,99,99993,35,102033,0,0,0,0,0,0,0,0,0.042023,0,0.0722692,0.114292
1,additional,normal,100000,1000000000,100,100,100,100,100,99,99993,35,102033,0,0,0,0,0,0,0,0,0.0448858,0,0.071765,0.116651
2,additional,normal,100000,1000000000,100,100,100,100,100,99,99993,35,102033,0,0,0,0,0,0,0,0,0.0442075,0,0.0718103,0.116018
3,additional,normal,100000,1000000000,100,100,100,100,100,99,99993,35,102033,0,0,0,0,0,0,0,0,0.0440649,0,0.0748343,0.118899
4,additional,normal,100000,1000000000,100,100,100,100,100,99,99993,35,102033,0,0,0,0,0,0,0,0,0.045056,0,0.0727779,0.117834
0,additional,normal,100000,1000000000,1000,1000,1000,1000,1000,954,99673,36,118537,0,0,0,0,0,0,0,0,0.0446358,0,0.076363,0.120999
1,additional,normal,100000,1000000000,1000,1000,1000,1000,1000,954,99673,36,118537,0,0,0,0,0,0,0,0,0.0444232,0,0.0761024,0.120526
2,additional,normal,100000,1000000000,1000,1000,1000,1000,1000,954,99673,36,118537,0,0,0,0,0,0,0,0,0.0447403,0,0.0775583,0.122299
3,additional,normal,100000,1000000000,1000,1000,1000,1000,1000,954,99673,36,118537,0,0,0,0,0,0,0,0,0.0453971,0,0.0763517,0.121749
4,additional,normal,100000,1000000000,1000,1000,1000,1000,1000,954,99673,36,118537,0,0,0,0,0,0,0,0,0.044454,0,0.0750279,0.119482
0,additional,normal,100000,1000000000,10000,10000,10000,10000,10000,7624,82290,35,199989,0,0,0,0,0,0,0,0,0.0503573,0,0.0835879,0.133945
1,additional,normal,100000,1000000000,10000,10000,10000,10000,10000,7624,82290,35,199989,0,0,0,0,0,0,0,0,0.0480562,0,0.0824476,0.130504
2,additional,normal,100000,1000000000,10000,10000,10000,10000,10000,7624,82290,35,199989,0,0,0,0,0,0,0,0,0.0486406,0,0.08358,0.132221
3,additional,normal,100000,1000000000,10000,10000,10000,10000,10000,7624,82290,35,199989,0,0,0,0,0,0,0,0,0.0493783,0,0.08385,0.133228
4,additional,normal,100000,1000000000,10000,10000,10000,10000,10000,7624,82290,35,199989,0,0,0,0,0,0,0,0,0.0505682,0,0.0814481,0.132016
0,additional,normal,100000,1000000000,100000,100000,100000,100000,100000,67877,14731,31,244771,0,0,0,0,0,0,0,0,0.0457236,0,0.0428235,0.0885471
1,additional,normal,100000,1000000000,100000,100000,100000,100000,100000,67877,14731,31,244771,0,0,0,0,0,0,0,0,0.0462887,0,0.0438586,0.0901473
2,additional,normal,100000,1000000000,100000,100000,100000,100000,100000,67877,14731,31,244771,0,0,0,0,0,0,0,0,0.0459597,0,0.0448136,0.0907734
3,additional,normal,100000,1000000000,100000,100000,100000,100000,100000,67877,14731,31,244771,0,0,0,0,0,0,0,0,0.0480282,0,0.0461194,0.0941476
4,additional,normal,100000,1000000000,100000,100000,100000,100000,100000,67877,14731,31,244771,0,0,0,0,0,0,0,0,0.0471601,0,0.0444475,0.0916076
