iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time
0,additional,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1001789,0,0,0,0,0,0,0,0,0.551868,0,1.0259,1.57777
1,additional,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1001789,0,0,0,0,0,0,0,0,0.558865,0,1.03074,1.58961
2,additional,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1001789,0,0,0,0,0,0,0,0,0.554004,0,1.03408,1.58808
3,additional,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1001789,0,0,0,0,0,0,0,0,0.554506,0,1.03746,1.59197
4,additional,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1001789,0,0,0,0,0,0,0,0,0.555919,0,1.03127,1.58719
0,additional,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1019011,0,0,0,0,0,0,0,0,0.558548,0,1.00294,1.56149
1,additional,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1019011,0,0,0,0,0,0,0,0,0.559403,0,0.992437,1.55184
2,additional,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1019011,0,0,0,0,0,0,0,0,0.557444,0,0.993184,1.55063
3,additional,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1019011,0,0,0,0,0,0,0,0,0.559761,0,1.01179,1.57155
4,additional,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1019011,0,0,0,0,0,0,0,0,0.55772,0,1.00745,1.56517
0,additional,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1125138,0,0,0,0,0,0,0,0,0.586048,0,0.736613,1.32266
1,additional,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1125138,0,0,0,0,0,0,0,0,0.584998,0,0.750011,1.33501
2,additional,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1125138,0,0,0,0,0,0,0,0,0.582955,0,0.743478,1.32643
3,additional,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1125138,0,0,0,0,0,0,0,0,0.588928,0,0.744396,1.33332
4,additional,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1125138,0,0,0,0,0,0,0,0,0.58488,0,0.743477,1.32836
0,additional,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1193256,0,0,0,0,0,0,0,0,0.591946,0,0.279132,0.871078
1,additional,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1193256,0,0,0,0,0,0,0,0,0.593307,0,0.274045,0.867352
2,additional,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1193256,0,0,0,0,0,0,0,0,0.585273,0,0.275856,0.861129
3,additional,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1193256,0,0,0,0,0,0,0,0,0.585648,0,0.277233,0.862881
4,additional,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1193256,0,0,0,0,0,0,0,0,0.58676,0,0.278331,0.865091
0,additional,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1194559,0,0,0,0,0,0,0,0,0.47659,0,0.130458,0.607048
1,additional,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1194559,0,0,0,0,0,0,0,0,0.47561,0,0.131415,0.607025
2,additional,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1194559,0,0,0,0,0,0,0,0,0.475571,0,0.129902,0.605473
3,additional,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1194559,0,0,0,0,0,0,0,0,0.474373,0,0.129885,0.604258
4,additional,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1194559,0,0,0,0,0,0,0,0,0.472577,0,0.131117,0.603694
0,lazy,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1004687,1000838,995324,894516,0,0.169012,0.329578,0.279775,0.000000,0.585304,0.778365,0,1.36367
1,lazy,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1004687,1000838,995324,894516,0,0.165796,0.326105,0.279771,0.000000,0.579352,0.771673,0,1.35102
2,lazy,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1004687,1000838,995324,894516,0,0.169074,0.330084,0.279363,0.000000,0.584395,0.778521,0,1.36292
3,lazy,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1004687,1000838,995324,894516,0,0.169680,0.328154,0.280760,0.000000,0.585283,0.778594,0,1.36388
4,lazy,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1004687,1000838,995324,894516,0,0.166800,0.326762,0.285055,0.000000,0.586954,0.778617,0,1.36557
0,lazy,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1045478,1008741,955686,849801,11,0.175988,0.326190,0.271954,0.000008,0.590953,0.77414,0,1.36509
1,lazy,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1045478,1008741,955686,849801,11,0.174844,0.324312,0.270751,0.000008,0.587801,0.769915,0,1.35772
2,lazy,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1045478,1008741,955686,849801,11,0.176497,0.327965,0.273219,0.000008,0.589807,0.777688,0,1.3675
3,lazy,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1045478,1008741,955686,849801,11,0.172448,0.321477,0.274786,0.000008,0.588486,0.76872,0,1.35721
4,lazy,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1045478,1008741,955686,849801,11,0.175783,0.325730,0.271535,0.000008,0.590344,0.773057,0,1.3634
0,lazy,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1262312,1068765,653827,553478,560,0.198138,0.208361,0.188760,0.000261,0.62103,0.595519,0,1.21655
1,lazy,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1262312,1068765,653827,553478,560,0.197324,0.206865,0.189434,0.000279,0.624692,0.593902,0,1.21859
2,lazy,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1262312,1068765,653827,553478,560,0.198976,0.210798,0.188591,0.000286,0.621738,0.59865,0,1.22039
3,lazy,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1262312,1068765,653827,553478,560,0.199331,0.208612,0.189596,0.000270,0.628703,0.597809,0,1.22651
4,lazy,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1262312,1068765,653827,553478,560,0.197694,0.208161,0.189763,0.000265,0.624088,0.595884,0,1.21997
0,lazy,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1239657,1173047,110008,90807,652,0.191029,0.029292,0.033251,0.000299,0.642525,0.253871,0,0.896397
1,lazy,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1239657,1173047,110008,90807,652,0.186050,0.028451,0.033074,0.000305,0.638093,0.24788,0,0.885973
2,lazy,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1239657,1173047,110008,90807,652,0.188748,0.029486,0.033207,0.000302,0.637178,0.251743,0,0.888921
3,lazy,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1239657,1173047,110008,90807,652,0.183946,0.029041,0.033548,0.000309,0.633976,0.246845,0,0.880821
4,lazy,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1239657,1173047,110008,90807,652,0.186058,0.029125,0.033318,0.000311,0.638384,0.248812,0,0.887196
0,lazy,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1199496,1192512,11010,9096,66,0.090634,0.002387,0.003704,0.000079,0.495653,0.0968039,0,0.592457
1,lazy,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1199496,1192512,11010,9096,66,0.089883,0.002093,0.003331,0.000036,0.49446,0.0953424,0,0.589802
2,lazy,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1199496,1192512,11010,9096,66,0.089294,0.002248,0.003503,0.000039,0.49487,0.0950837,0,0.589953
3,lazy,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1199496,1192512,11010,9096,66,0.089677,0.002124,0.003380,0.000041,0.495251,0.0952214,0,0.590472
4,lazy,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1199496,1192512,11010,9096,66,0.089068,0.002246,0.003476,0.000038,0.494849,0.0948281,0,0.589677
0,eager,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1002668,1000838,995324,894516,0,0.170579,0.387059,0.274136,0.000000,0.589674,0.831773,0,1.42145
1,eager,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1002668,1000838,995324,894516,0,0.169417,0.386948,0.274050,0.000000,0.587609,0.830416,0,1.41802
2,eager,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1002668,1000838,995324,894516,0,0.167650,0.383599,0.274602,0.000000,0.58651,0.825851,0,1.41236
3,eager,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1002668,1000838,995324,894516,0,0.172333,0.389959,0.275259,0.000000,0.594104,0.837551,0,1.43166
4,eager,normal,100000,1000000000,10,100,100,100,100,9,995325,209,1002668,1000838,995324,894516,0,0.168411,0.385281,0.277330,0.000000,0.590815,0.831021,0,1.42184
0,eager,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1027453,1008741,955686,849801,11,0.181232,0.383644,0.267624,0.000011,0.593726,0.832511,0,1.42624
1,eager,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1027453,1008741,955686,849801,11,0.179733,0.382204,0.268976,0.000011,0.594358,0.830924,0,1.42528
2,eager,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1027453,1008741,955686,849801,11,0.179925,0.381481,0.267468,0.000011,0.593585,0.828885,0,1.42247
3,eager,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1027453,1008741,955686,849801,11,0.179316,0.380840,0.269460,0.000011,0.594187,0.829627,0,1.42381
4,eager,normal,100000,1000000000,100,1000,1000,1000,1000,99,955676,206,1027453,1008741,955686,849801,11,0.181275,0.383593,0.268395,0.000010,0.595368,0.833273,0,1.42864
0,eager,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1171351,1068765,653827,553478,560,0.211148,0.253068,0.189697,0.000320,0.624993,0.654233,0,1.27923
1,eager,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1171351,1068765,653827,553478,560,0.209308,0.252102,0.189141,0.000324,0.62499,0.650875,0,1.27586
2,eager,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1171351,1068765,653827,553478,560,0.208233,0.251126,0.188521,0.000320,0.619545,0.648201,0,1.26775
3,eager,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1171351,1068765,653827,553478,560,0.211634,0.252620,0.188608,0.000316,0.619604,0.653178,0,1.27278
4,eager,normal,100000,1000000000,1000,10000,10000,10000,10000,960,653268,190,1171351,1068765,653827,553478,560,0.216632,0.258498,0.189695,0.000345,0.631731,0.66517,0,1.2969
0,eager,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1209965,1173047,110008,90807,652,0.220653,0.039116,0.033890,0.000350,0.64336,0.294009,0,0.937369
1,eager,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1209965,1173047,110008,90807,652,0.223378,0.038085,0.033456,0.000372,0.646769,0.295291,0,0.942061
2,eager,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1209965,1173047,110008,90807,652,0.224629,0.038661,0.033577,0.000362,0.645396,0.297229,0,0.942625
3,eager,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1209965,1173047,110008,90807,652,0.220655,0.037568,0.033548,0.000355,0.644005,0.292126,0,0.936131
4,eager,normal,100000,1000000000,10000,100000,100000,100000,100000,9143,109357,155,1209965,1173047,110008,90807,652,0.222492,0.038746,0.034307,0.000357,0.64604,0.295902,0,0.941942
0,eager,normal,100000,1000000000,100000,1000000,1000000,1000000,1000000,91364,10945,105,1196208,1192512,11010,9096,66,0.114383,0.002934,0.003358,0.000044,0.499068,0.120719,0,0.619787
