iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time,exec time,post filtering time,total time
0,lazy,normal,10,10000000,100000,100000,100000,100000,100000,92813,10,5,12,10,9,1,0,0.000006,0.000009,0.000005,0.000000,1.1634e-05,2.0181e-05,0,3.1815e-05,0.483643,0.00235748,0.486033
1,lazy,normal,10,10000000,100000,100000,100000,100000,100000,92813,10,5,12,10,9,1,0,0.000003,0.000004,0.000002,0.000000,5.986e-06,9.725e-06,0,1.5711e-05,0.478215,0.00319094,0.481422
2,lazy,normal,10,10000000,100000,100000,100000,100000,100000,92813,10,5,12,10,9,1,0,0.000002,0.000002,0.000001,0.000000,2.851e-06,4.437e-06,0,7.288e-06,0.432076,0.00171975,0.433803
3,lazy,normal,10,10000000,100000,100000,100000,100000,100000,92813,10,5,12,10,9,1,0,0.000007,0.000008,0.000005,0.000000,1.184e-05,2.0066e-05,0,3.1906e-05,0.448688,0.00267541,0.451395
4,lazy,normal,10,10000000,100000,100000,100000,100000,100000,92813,10,5,12,10,9,1,0,0.000007,0.000009,0.000005,0.000000,1.2473e-05,2.0523e-05,0,3.2996e-05,0.468707,0.00198918,0.470729
0,eager,normal,10,10000000,100000,100000,100000,100000,100000,92813,10,5,12,10,9,1,0,0.000002,0.000002,0.000001,0.000000,3.099e-06,5.258e-06,0,8.357e-06,0.435745,0.0018601,0.437614
1,eager,normal,10,10000000,100000,100000,100000,100000,100000,92813,10,5,12,10,9,1,0,0.000006,0.000010,0.000004,0.000000,1.1765e-05,2.0535e-05,0,3.23e-05,0.426277,0.00163639,0.427946
2,eager,normal,10,10000000,100000,100000,100000,100000,100000,92813,10,5,12,10,9,1,0,0.000006,0.000010,0.000005,0.000000,1.0695e-05,2.0538e-05,0,3.1233e-05,0.464809,0.00162997,0.46647
3,eager,normal,10,10000000,100000,100000,100000,100000,100000,92813,10,5,12,10,9,1,0,0.000007,0.000009,0.000005,0.000000,1.2018e-05,2.133e-05,0,3.3348e-05,0.429205,0.00168495,0.430924
4,eager,normal,10,10000000,100000,100000,100000,100000,100000,92813,10,5,12,10,9,1,0,0.000006,0.000010,0.000005,0.000000,1.0956e-05,2.0298e-05,0,3.1254e-05,0.431747,0.00168442,0.433462
