iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,100000,1000000,1000,10000,10000,10000,10000,903,1107,82,1204891,0,0,0,0,0,0,0,0,0.49786,0,0.0908658,0.588725
1,additional,normal,100000,1000000,1000,10000,10000,10000,10000,903,1107,82,1204891,0,0,0,0,0,0,0,0,0.496865,0,0.0908952,0.58776
2,additional,normal,100000,1000000,1000,10000,10000,10000,10000,903,1107,82,1204891,0,0,0,0,0,0,0,0,0.497565,0,0.0907146,0.58828
3,additional,normal,100000,1000000,1000,10000,10000,10000,10000,903,1107,82,1204891,0,0,0,0,0,0,0,0,0.496372,0,0.0900601,0.586432
4,additional,normal,100000,1000000,1000,10000,10000,10000,10000,903,1107,82,1204891,0,0,0,0,0,0,0,0,0.498339,0,0.0916504,0.58999
0,additional,normal,100000,1000000,10000,10000,10000,10000,10000,6578,152,18,252308,0,0,0,0,0,0,0,0,0.0250894,0,0.0126754,0.0377647
1,additional,normal,100000,1000000,10000,10000,10000,10000,10000,6578,152,18,252308,0,0,0,0,0,0,0,0,0.0255621,0,0.0128033,0.0383654
2,additional,normal,100000,1000000,10000,10000,10000,10000,10000,6578,152,18,252308,0,0,0,0,0,0,0,0,0.02564,0,0.012833,0.038473
3,additional,normal,100000,1000000,10000,10000,10000,10000,10000,6578,152,18,252308,0,0,0,0,0,0,0,0,0.025081,0,0.012842,0.037923
4,additional,normal,100000,1000000,10000,10000,10000,10000,10000,6578,152,18,252308,0,0,0,0,0,0,0,0,0.0248425,0,0.0129053,0.0377478
0,additional,normal,100000,1000000,100000,10000,10000,10000,10000,55554,18,8,117155,0,0,0,0,0,0,0,0,0.00830094,0,0.00628722,0.0145882
1,additional,normal,100000,1000000,100000,10000,10000,10000,10000,55554,18,8,117155,0,0,0,0,0,0,0,0,0.00831108,0,0.00631269,0.0146238
2,additional,normal,100000,1000000,100000,10000,10000,10000,10000,55554,18,8,117155,0,0,0,0,0,0,0,0,0.00828741,0,0.00644152,0.0147289
3,additional,normal,100000,1000000,100000,10000,10000,10000,10000,55554,18,8,117155,0,0,0,0,0,0,0,0,0.00839477,0,0.00632523,0.01472
4,additional,normal,100000,1000000,100000,10000,10000,10000,10000,55554,18,8,117155,0,0,0,0,0,0,0,0,0.00854121,0,0.00637903,0.0149202
0,additional,normal,100000,1000000,250000,10000,10000,10000,10000,124998,8,6,107031,0,0,0,0,0,0,0,0,0.0067498,0,0.00553868,0.0122885
1,additional,normal,100000,1000000,250000,10000,10000,10000,10000,124998,8,6,107031,0,0,0,0,0,0,0,0,0.00689392,0,0.00560604,0.0125
2,additional,normal,100000,1000000,250000,10000,10000,10000,10000,124998,8,6,107031,0,0,0,0,0,0,0,0,0.00677429,0,0.00568175,0.012456
3,additional,normal,100000,1000000,250000,10000,10000,10000,10000,124998,8,6,107031,0,0,0,0,0,0,0,0,0.00676674,0,0.00574195,0.0125087
4,additional,normal,100000,1000000,250000,10000,10000,10000,10000,124998,8,6,107031,0,0,0,0,0,0,0,0,0.00675214,0,0.00567607,0.0124282
0,additional,normal,100000,1000000,500000,10000,10000,10000,10000,249997,4,3,102958,0,0,0,0,0,0,0,0,0.00584426,0,0.00512148,0.0109657
1,additional,normal,100000,1000000,500000,10000,10000,10000,10000,249997,4,3,102958,0,0,0,0,0,0,0,0,0.0058993,0,0.00518311,0.0110824
2,additional,normal,100000,1000000,500000,10000,10000,10000,10000,249997,4,3,102958,0,0,0,0,0,0,0,0,0.00585977,0,0.00518024,0.01104
3,additional,normal,100000,1000000,500000,10000,10000,10000,10000,249997,4,3,102958,0,0,0,0,0,0,0,0,0.0058567,0,0.00524839,0.0111051
4,additional,normal,100000,1000000,500000,10000,10000,10000,10000,249997,4,3,102958,0,0,0,0,0,0,0,0,0.0058666,0,0.00520474,0.0110713
