iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,100000,1000000,1000,100000,100000,100000,100000,984,1016,229,10199112,0,0,0,0,0,0,0,0,6.79573,0,0.633636,7.42936
1,additional,normal,100000,1000000,1000,100000,100000,100000,100000,984,1016,229,10199112,0,0,0,0,0,0,0,0,6.76929,0,0.639442,7.40874
2,additional,normal,100000,1000000,1000,100000,100000,100000,100000,984,1016,229,10199112,0,0,0,0,0,0,0,0,6.77952,0,0.630402,7.40992
3,additional,normal,100000,1000000,1000,100000,100000,100000,100000,984,1016,229,10199112,0,0,0,0,0,0,0,0,6.76749,0,0.640077,7.40757
4,additional,normal,100000,1000000,1000,100000,100000,100000,100000,984,1016,229,10199112,0,0,0,0,0,0,0,0,6.7845,0,0.635081,7.41958
0,additional,normal,100000,1000000,10000,100000,100000,100000,100000,9090,110,25,1182525,0,0,0,0,0,0,0,0,0.238984,0,0.0408969,0.279881
1,additional,normal,100000,1000000,10000,100000,100000,100000,100000,9090,110,25,1182525,0,0,0,0,0,0,0,0,0.244115,0,0.0403131,0.284428
2,additional,normal,100000,1000000,10000,100000,100000,100000,100000,9090,110,25,1182525,0,0,0,0,0,0,0,0,0.238418,0,0.0412312,0.279649
3,additional,normal,100000,1000000,10000,100000,100000,100000,100000,9090,110,25,1182525,0,0,0,0,0,0,0,0,0.239632,0,0.0403598,0.279992
4,additional,normal,100000,1000000,10000,100000,100000,100000,100000,9090,110,25,1182525,0,0,0,0,0,0,0,0,0.238988,0,0.0423401,0.281329
0,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0165121,0,0.0100571,0.0265691
1,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0159241,0,0.00978158,0.0257057
2,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0157679,0,0.00960414,0.025372
3,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0159042,0,0.00977183,0.025676
4,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0158779,0,0.00991603,0.0257939
0,additional,normal,100000,1000000,250000,100000,100000,100000,100000,166664,6,3,155405,0,0,0,0,0,0,0,0,0.00892997,0,0.0068429,0.0157729
1,additional,normal,100000,1000000,250000,100000,100000,100000,100000,166664,6,3,155405,0,0,0,0,0,0,0,0,0.00925563,0,0.00684924,0.0161049
2,additional,normal,100000,1000000,250000,100000,100000,100000,100000,166664,6,3,155405,0,0,0,0,0,0,0,0,0.00891354,0,0.0068933,0.0158068
3,additional,normal,100000,1000000,250000,100000,100000,100000,100000,166664,6,3,155405,0,0,0,0,0,0,0,0,0.00893906,0,0.00730607,0.0162451
4,additional,normal,100000,1000000,250000,100000,100000,100000,100000,166664,6,3,155405,0,0,0,0,0,0,0,0,0.00900509,0,0.00692389,0.015929
0,additional,normal,100000,1000000,500000,100000,100000,100000,100000,333329,3,2,122162,0,0,0,0,0,0,0,0,0.00663999,0,0.00591047,0.0125505
1,additional,normal,100000,1000000,500000,100000,100000,100000,100000,333329,3,2,122162,0,0,0,0,0,0,0,0,0.00674364,0,0.0062791,0.0130227
2,additional,normal,100000,1000000,500000,100000,100000,100000,100000,333329,3,2,122162,0,0,0,0,0,0,0,0,0.00679032,0,0.00582007,0.0126104
3,additional,normal,100000,1000000,500000,100000,100000,100000,100000,333329,3,2,122162,0,0,0,0,0,0,0,0,0.00667396,0,0.00591533,0.0125893
4,additional,normal,100000,1000000,500000,100000,100000,100000,100000,333329,3,2,122162,0,0,0,0,0,0,0,0,0.00664252,0,0.00601194,0.0126545
0,lazy,normal,100000,1000000,1000,100000,100000,100000,100000,984,1016,229,10199701,10199064,1020,966,5,0.542526,0.000136,0.000343,0.000008,7.04983,0.543013,0,7.59284
1,lazy,normal,100000,1000000,1000,100000,100000,100000,100000,984,1016,229,10199701,10199064,1020,966,5,0.545317,0.000138,0.000362,0.000008,7.06149,0.545825,0,7.60731
2,lazy,normal,100000,1000000,1000,100000,100000,100000,100000,984,1016,229,10199701,10199064,1020,966,5,0.536073,0.000133,0.000337,0.000008,7.05889,0.536551,0,7.59544
3,lazy,normal,100000,1000000,1000,100000,100000,100000,100000,984,1016,229,10199701,10199064,1020,966,5,0.531969,0.000133,0.000337,0.000009,7.06316,0.532448,0,7.5956
4,lazy,normal,100000,1000000,1000,100000,100000,100000,100000,984,1016,229,10199701,10199064,1020,966,5,0.545758,0.000134,0.000338,0.000008,7.06145,0.546237,0,7.60769
0,lazy,normal,100000,1000000,10000,100000,100000,100000,100000,9090,110,25,1182598,1182496,119,92,10,0.049562,0.000020,0.000037,0.000027,0.242769,0.0496447,0,0.292413
1,lazy,normal,100000,1000000,10000,100000,100000,100000,100000,9090,110,25,1182598,1182496,119,92,10,0.049406,0.000019,0.000037,0.000028,0.244638,0.0494903,0,0.294128
2,lazy,normal,100000,1000000,10000,100000,100000,100000,100000,9090,110,25,1182598,1182496,119,92,10,0.049344,0.000019,0.000037,0.000027,0.243526,0.0494265,0,0.292952
3,lazy,normal,100000,1000000,10000,100000,100000,100000,100000,9090,110,25,1182598,1182496,119,92,10,0.050244,0.000020,0.000037,0.000030,0.247251,0.0503314,0,0.297583
4,lazy,normal,100000,1000000,10000,100000,100000,100000,100000,9090,110,25,1182598,1182496,119,92,10,0.049651,0.000019,0.000037,0.000026,0.244095,0.0497329,0,0.293828
