iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time,exec time,post filtering time,total time
4,lazy,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26200,26156,31,12,16,0.004719,0.000027,0.000045,0.000070,0.00776478,0.0048608,0,0.0126256,0.37645,0.862801,1.25188
0,eager,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26180,26156,31,12,16,0.002886,0.000054,0.000040,0.000083,0.0040021,0.00306343,0,0.00706553,0.351574,0.751878,1.11052
1,eager,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26180,26156,31,12,16,0.002952,0.000054,0.000039,0.000083,0.0040198,0.00312774,0,0.00714754,0.349631,0.75805,1.11483
2,eager,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26180,26156,31,12,16,0.005779,0.000073,0.000039,0.000117,0.00777084,0.00600824,0,0.0137791,0.3798,0.757849,1.15143
3,eager,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26180,26156,31,12,16,0.003138,0.000055,0.000042,0.000083,0.00418498,0.00331702,0,0.007502,0.348287,0.756151,1.11194
4,eager,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26180,26156,31,12,16,0.002790,0.000054,0.000039,0.000082,0.0039574,0.00296491,0,0.00692231,0.359938,0.856775,1.22363
0,additional,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26180,0,0,0,0,0,0,0,0,0.00511685,0,0.000822042,0.0059389,0.346882,0.713175,1.06746
1,additional,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26180,0,0,0,0,0,0,0,0,0.0077178,0,0.00402212,0.0117399,0.374598,0.748055,1.13667
2,additional,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26180,0,0,0,0,0,0,0,0,0.00483055,0,0.000864169,0.00569472,0.349374,0.751264,1.10775
3,additional,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26180,0,0,0,0,0,0,0,0,0.00484152,0,0.000837482,0.005679,0.34693,0.746987,1.10099
4,additional,normal,10000,1000000,100000,100000,100000,100000,100000,62496,16,5,26180,0,0,0,0,0,0,0,0,0.00482732,0,0.000833122,0.00566044,0.34737,0.713584,1.06802
0,lazy,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261147,261103,35,12,20,0.010676,0.000030,0.000046,0.000188,0.0173409,0.0109397,0,0.0282806,0.350312,7.13694,7.51553
1,lazy,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261147,261103,35,12,20,0.010298,0.000030,0.000044,0.000187,0.0168103,0.0105587,0,0.027369,0.34764,8.47719,8.85219
2,lazy,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261147,261103,35,12,20,0.023914,0.000037,0.000041,0.000378,0.0390688,0.0243699,0,0.0634386,0.365619,7.48649,7.91555
3,lazy,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261147,261103,35,12,20,0.022794,0.000035,0.000044,0.000314,0.0387753,0.023187,0,0.0619623,0.347829,7.48672,7.89652
4,lazy,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261147,261103,35,12,20,0.010350,0.000031,0.000044,0.000187,0.0168121,0.0106116,0,0.0274237,0.349734,8.6223,8.99945
0,eager,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,261103,35,12,20,0.026160,0.000399,0.000040,0.000655,0.0361888,0.027254,0,0.0634428,0.347513,7.51108,7.92203
1,eager,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,261103,35,12,20,0.013147,0.000258,0.000038,0.000388,0.0164635,0.0138322,0,0.0302957,0.347406,8.50496,8.88266
2,eager,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,261103,35,12,20,0.012449,0.000251,0.000042,0.000410,0.0165675,0.0131519,0,0.0297194,0.346584,7.53984,7.91615
3,eager,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,261103,35,12,20,0.013139,0.000258,0.000037,0.000391,0.0164525,0.0138255,0,0.030278,0.347206,7.10583,7.48332
4,eager,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,261103,35,12,20,0.012299,0.000256,0.000041,0.000392,0.016531,0.0129877,0,0.0295188,0.349475,8.51606,8.89506
0,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0169555,0,0.00943206,0.0263876,0.348534,7.51088,7.89082
1,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0169224,0,0.00934714,0.0262695,0.347524,8.57297,8.95176
2,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0436833,0,0.01018,0.0538633,0.346947,7.43984,7.85306
3,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0171711,0,0.00938496,0.0265561,0.354606,8.44667,8.8329
4,additional,normal,100000,1000000,100000,100000,100000,100000,100000,62499,16,5,261127,0,0,0,0,0,0,0,0,0.0168792,0,0.00942044,0.0262997,0.374988,7.11275,7.51904
0,lazy,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610540,2610496,38,12,23,0.096743,0.000053,0.000009,0.000857,0.15427,0.0976611,0,0.251931,0.346502,85.8619,86.4603
1,lazy,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610540,2610496,38,12,23,0.107630,0.000086,0.000044,0.001019,0.172521,0.108779,0,0.2813,0.349301,74.775,75.4056
2,lazy,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610540,2610496,38,12,23,0.107902,0.000082,0.000044,0.001009,0.173027,0.109037,0,0.282063,0.346543,74.961,75.5896
3,lazy,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610540,2610496,38,12,23,0.101490,0.000055,0.000010,0.000855,0.152767,0.10241,0,0.255177,0.346708,71.1789,71.7808
4,lazy,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610540,2610496,38,12,23,0.094824,0.000059,0.000009,0.000855,0.153909,0.0957464,0,0.249656,0.347732,75.3002,75.8975
0,eager,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,2610496,38,12,23,0.131808,0.002012,0.000041,0.003012,0.177936,0.136873,0,0.314809,0.346949,74.6832,75.345
1,eager,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,2610496,38,12,23,0.122538,0.001958,0.000009,0.002767,0.154348,0.127272,0,0.28162,0.343387,86.4597,87.0847
2,eager,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,2610496,38,12,23,0.114756,0.001882,0.000009,0.002738,0.153649,0.119385,0,0.273034,0.342503,70.7972,71.4127
3,eager,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,2610496,38,12,23,0.134567,0.002040,0.000039,0.003087,0.175693,0.139733,0,0.315427,0.343203,70.7938,71.4524
4,eager,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,2610496,38,12,23,0.118081,0.001870,0.000008,0.002761,0.153185,0.12272,0,0.275905,0.346128,75.1859,75.8079
0,additional,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,0,0,0,0,0,0,0,0,0.150882,0,0.0910893,0.241971,0.383343,85.5256,86.1959
1,additional,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,0,0,0,0,0,0,0,0,0.151844,0,0.0906738,0.242518,0.343523,74.7396,75.3707
2,additional,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,0,0,0,0,0,0,0,0,0.179474,0,0.0890766,0.26855,0.344524,74.2896,74.956
