iter,strategy,distribution,num queries,domain,leaf len,range size,max query value,min query value,avg query value,avg node len,min node len,max node len,leaf nodes,tree depth,indexing time (s)
0,lazy,normal,91310,100000000,100,100,100,100,100,95,50,100,91024,31,0.0848874
1,lazy,normal,91310,100000000,100,100,100,100,100,95,50,100,91024,31,0.0845011
0,lazy,normal,91410,100000000,100,100,100,100,100,95,50,100,91123,31,0.0845526
1,lazy,normal,91410,100000000,100,100,100,100,100,95,50,100,91123,31,0.0844855
0,lazy,normal,91510,100000000,100,100,100,100,100,95,50,100,91221,31,0.0842287
1,lazy,normal,91510,100000000,100,100,100,100,100,95,50,100,91221,31,0.0855619
0,lazy,normal,91610,100000000,100,100,100,100,100,95,50,100,91320,31,0.087395
1,lazy,normal,91610,100000000,100,100,100,100,100,95,50,100,91320,31,0.0856984
0,lazy,normal,91710,100000000,100,100,100,100,100,95,50,100,91419,31,0.0863851
1,lazy,normal,91710,100000000,100,100,100,100,100,95,50,100,91419,31,0.0847097
0,lazy,normal,91810,100000000,100,100,100,100,100,95,50,100,91519,31,0.0869181
1,lazy,normal,91810,100000000,100,100,100,100,100,95,50,100,91519,31,0.0846814
0,lazy,normal,91910,100000000,100,100,100,100,100,95,50,100,91619,31,0.0843385
1,lazy,normal,91910,100000000,100,100,100,100,100,95,50,100,91619,31,0.0845306
0,lazy,normal,92010,100000000,100,100,100,100,100,95,50,100,91718,31,0.0843378
1,lazy,normal,92010,100000000,100,100,100,100,100,95,50,100,91718,31,0.0859412
0,lazy,normal,92110,100000000,100,100,100,100,100,95,50,100,91818,31,0.0850259
1,lazy,normal,92110,100000000,100,100,100,100,100,95,50,100,91818,31,0.0872641
0,lazy,normal,92210,100000000,100,100,100,100,100,95,50,100,91917,31,0.0859062
1,lazy,normal,92210,100000000,100,100,100,100,100,95,50,100,91917,31,0.0848082
0,lazy,normal,92310,100000000,100,100,100,100,100,95,50,100,92015,31,0.0844261
1,lazy,normal,92310,100000000,100,100,100,100,100,95,50,100,92015,31,0.0861506
0,lazy,normal,92410,100000000,100,100,100,100,100,95,50,100,92113,31,0.0858952
1,lazy,normal,92410,100000000,100,100,100,100,100,95,50,100,92113,31,0.0873625
0,lazy,normal,92510,100000000,100,100,100,100,100,95,50,100,92212,31,0.0851351
1,lazy,normal,92510,100000000,100,100,100,100,100,95,50,100,92212,31,0.0852796
0,lazy,normal,92610,100000000,100,100,100,100,100,95,50,100,92311,31,0.0849869
1,lazy,normal,92610,100000000,100,100,100,100,100,95,50,100,92311,31,0.0866923
0,lazy,normal,92710,100000000,100,100,100,100,100,95,50,100,92410,31,0.0867508
1,lazy,normal,92710,100000000,100,100,100,100,100,95,50,100,92410,31,0.0859357
0,lazy,normal,92810,100000000,100,100,100,100,100,95,50,100,92509,31,0.0857713
1,lazy,normal,92810,100000000,100,100,100,100,100,95,50,100,92509,31,0.0874859
0,lazy,normal,92910,100000000,100,100,100,100,100,95,50,100,92609,31,0.0864604
1,lazy,normal,92910,100000000,100,100,100,100,100,95,50,100,92609,31,0.0865006
0,lazy,normal,93010,100000000,100,100,100,100,100,95,50,100,92707,31,0.0861107
1,lazy,normal,93010,100000000,100,100,100,100,100,95,50,100,92707,31,0.0883155
0,lazy,normal,93110,100000000,100,100,100,100,100,95,50,100,92807,31,0.0874274
1,lazy,normal,93110,100000000,100,100,100,100,100,95,50,100,92807,31,0.0860114
0,lazy,normal,93210,100000000,100,100,100,100,100,95,50,100,92907,31,0.0878403
1,lazy,normal,93210,100000000,100,100,100,100,100,95,50,100,92907,31,0.0860773
0,lazy,normal,93310,100000000,100,100,100,100,100,95,50,100,93006,31,0.0863775
1,lazy,normal,93310,100000000,100,100,100,100,100,95,50,100,93006,31,0.0873075
0,lazy,normal,93410,100000000,100,100,100,100,100,95,50,100,93104,31,0.0875312
1,lazy,normal,93410,100000000,100,100,100,100,100,95,50,100,93104,31,0.0861522
0,lazy,normal,93510,100000000,100,100,100,100,100,95,50,100,93201,31,0.0864195
1,lazy,normal,93510,100000000,100,100,100,100,100,95,50,100,93201,31,0.0874703
0,lazy,normal,93610,100000000,100,100,100,100,100,95,50,100,93300,31,0.0882635
1,lazy,normal,93610,100000000,100,100,100,100,100,95,50,100,93300,31,0.0905991
0,lazy,normal,93710,100000000,100,100,100,100,100,95,50,100,93400,31,0.0872808
1,lazy,normal,93710,100000000,100,100,100,100,100,95,50,100,93400,31,0.0885432
0,lazy,normal,93810,100000000,100,100,100,100,100,95,50,100,93499,31,0.0878501
1,lazy,normal,93810,100000000,100,100,100,100,100,95,50,100,93499,31,0.0875534
0,lazy,normal,93910,100000000,100,100,100,100,100,95,50,100,93598,31,0.0882136
1,lazy,normal,93910,100000000,100,100,100,100,100,95,50,100,93598,31,0.0873722
0,lazy,normal,94010,100000000,100,100,100,100,100,95,50,100,93697,31,0.0872213
1,lazy,normal,94010,100000000,100,100,100,100,100,95,50,100,93697,31,0.0874845
0,lazy,normal,94110,100000000,100,100,100,100,100,95,50,100,93795,31,0.0876551
1,lazy,normal,94110,100000000,100,100,100,100,100,95,50,100,93795,31,0.0875015
0,lazy,normal,94210,100000000,100,100,100,100,100,95,50,100,93894,31,0.0876513
1,lazy,normal,94210,100000000,100,100,100,100,100,95,50,100,93894,31,0.0884659
0,lazy,normal,94310,100000000,100,100,100,100,100,95,50,100,93993,31,0.0876056
1,lazy,normal,94310,100000000,100,100,100,100,100,95,50,100,93993,31,0.0894105
0,lazy,normal,94410,100000000,100,100,100,100,100,95,50,100,94089,31,0.088136
1,lazy,normal,94410,100000000,100,100,100,100,100,95,50,100,94089,31,0.0883483
0,lazy,normal,94510,100000000,100,100,100,100,100,95,50,100,94187,31,0.0877221
1,lazy,normal,94510,100000000,100,100,100,100,100,95,50,100,94187,31,0.0876219
0,lazy,normal,94610,100000000,100,100,100,100,100,95,50,100,94285,31,0.089323
1,lazy,normal,94610,100000000,100,100,100,100,100,95,50,100,94285,31,0.0875604
0,lazy,normal,94710,100000000,100,100,100,100,100,95,50,100,94384,31,0.0880985
1,lazy,normal,94710,100000000,100,100,100,100,100,95,50,100,94384,31,0.0896839
0,lazy,normal,94810,100000000,100,100,100,100,100,95,50,100,94482,31,0.088161
1,lazy,normal,94810,100000000,100,100,100,100,100,95,50,100,94482,31,0.0875491
0,lazy,normal,94910,100000000,100,100,100,100,100,95,50,100,94579,31,0.0889079
1,lazy,normal,94910,100000000,100,100,100,100,100,95,50,100,94579,31,0.0883973
0,lazy,normal,95010,100000000,100,100,100,100,100,95,50,100,94677,31,0.0893716
1,lazy,normal,95010,100000000,100,100,100,100,100,95,50,100,94677,31,0.0889283
0,lazy,normal,95110,100000000,100,100,100,100,100,95,50,100,94777,31,0.0895272
1,lazy,normal,95110,100000000,100,100,100,100,100,95,50,100,94777,31,0.0883928
0,lazy,normal,95210,100000000,100,100,100,100,100,95,50,100,94875,31,0.0890985
1,lazy,normal,95210,100000000,100,100,100,100,100,95,50,100,94875,31,0.0893189
0,lazy,normal,95310,100000000,100,100,100,100,100,95,50,100,94972,31,0.0899677
1,lazy,normal,95310,100000000,100,100,100,100,100,95,50,100,94972,31,0.0898156
0,lazy,normal,95410,100000000,100,100,100,100,100,95,50,100,95072,31,0.089533
1,lazy,normal,95410,100000000,100,100,100,100,100,95,50,100,95072,31,0.0882921
0,lazy,normal,95510,100000000,100,100,100,100,100,95,50,100,95172,31,0.089007
1,lazy,normal,95510,100000000,100,100,100,100,100,95,50,100,95172,31,0.0895797
0,lazy,normal,95610,100000000,100,100,100,100,100,95,50,100,95271,31,0.0896632
1,lazy,normal,95610,100000000,100,100,100,100,100,95,50,100,95271,31,0.0909061
0,lazy,normal,95710,100000000,100,100,100,100,100,95,50,100,95371,31,0.0896827
1,lazy,normal,95710,100000000,100,100,100,100,100,95,50,100,95371,31,0.0893813
0,lazy,normal,95810,100000000,100,100,100,100,100,95,50,100,95470,31,0.0889995
1,lazy,normal,95810,100000000,100,100,100,100,100,95,50,100,95470,31,0.089688
0,lazy,normal,95910,100000000,100,100,100,100,100,95,50,100,95570,31,0.0911466
1,lazy,normal,95910,100000000,100,100,100,100,100,95,50,100,95570,31,0.0894797
0,lazy,normal,96010,100000000,100,100,100,100,100,95,50,100,95670,31,0.0898414
1,lazy,normal,96010,100000000,100,100,100,100,100,95,50,100,95670,31,0.0906506
0,lazy,normal,96110,100000000,100,100,100,100,100,95,50,100,95770,31,0.0894865
1,lazy,normal,96110,100000000,100,100,100,100,100,95,50,100,95770,31,0.089734
0,lazy,normal,96210,100000000,100,100,100,100,100,95,50,100,95869,31,0.091846
1,lazy,normal,96210,100000000,100,100,100,100,100,95,50,100,95869,31,0.090773
0,lazy,normal,96310,100000000,100,100,100,100,100,95,50,100,95967,31,0.0897008
1,lazy,normal,96310,100000000,100,100,100,100,100,95,50,100,95967,31,0.090614
0,lazy,normal,96410,100000000,100,100,100,100,100,95,50,100,96066,31,0.0903214
1,lazy,normal,96410,100000000,100,100,100,100,100,95,50,100,96066,31,0.0914609
0,lazy,normal,96510,100000000,100,100,100,100,100,95,50,100,96165,32,0.0897058
1,lazy,normal,96510,100000000,100,100,100,100,100,95,50,100,96165,32,0.0904899
0,lazy,normal,96610,100000000,100,100,100,100,100,95,50,100,96265,32,0.0894895
1,lazy,normal,96610,100000000,100,100,100,100,100,95,50,100,96265,32,0.0909521
0,lazy,normal,96710,100000000,100,100,100,100,100,95,50,100,96365,32,0.0900149
1,lazy,normal,96710,100000000,100,100,100,100,100,95,50,100,96365,32,0.0899389
0,lazy,normal,96810,100000000,100,100,100,100,100,95,50,100,96465,32,0.0902807
1,lazy,normal,96810,100000000,100,100,100,100,100,95,50,100,96465,32,0.0906535
0,lazy,normal,96910,100000000,100,100,100,100,100,95,50,100,96565,32,0.0915325
1,lazy,normal,96910,100000000,100,100,100,100,100,95,50,100,96565,32,0.0914767
0,lazy,normal,97010,100000000,100,100,100,100,100,95,50,100,96665,32,0.0915387
1,lazy,normal,97010,100000000,100,100,100,100,100,95,50,100,96665,32,0.0911578
0,lazy,normal,97110,100000000,100,100,100,100,100,95,50,100,96764,32,0.0922611
1,lazy,normal,97110,100000000,100,100,100,100,100,95,50,100,96764,32,0.0913864
0,lazy,normal,97210,100000000,100,100,100,100,100,95,50,100,96864,32,0.0916594
1,lazy,normal,97210,100000000,100,100,100,100,100,95,50,100,96864,32,0.090474
0,lazy,normal,97310,100000000,100,100,100,100,100,95,50,100,96963,32,0.0914545
1,lazy,normal,97310,100000000,100,100,100,100,100,95,50,100,96963,32,0.0910543
0,lazy,normal,97410,100000000,100,100,100,100,100,95,50,100,97062,32,0.0941308
1,lazy,normal,97410,100000000,100,100,100,100,100,95,50,100,97062,32,0.0919708
0,lazy,normal,97510,100000000,100,100,100,100,100,95,50,100,97161,32,0.0924815
1,lazy,normal,97510,100000000,100,100,100,100,100,95,50,100,97161,32,0.0929348
0,lazy,normal,97610,100000000,100,100,100,100,100,95,50,100,97259,32,0.0924766
1,lazy,normal,97610,100000000,100,100,100,100,100,95,50,100,97259,32,0.0925706
0,lazy,normal,97710,100000000,100,100,100,100,100,95,50,100,97359,32,0.0920081
1,lazy,normal,97710,100000000,100,100,100,100,100,95,50,100,97359,32,0.09322
0,lazy,normal,97810,100000000,100,100,100,100,100,95,50,100,97457,32,0.0926824
1,lazy,normal,97810,100000000,100,100,100,100,100,95,50,100,97457,32,0.0913879
0,lazy,normal,97910,100000000,100,100,100,100,100,95,50,100,97557,32,0.0916143
1,lazy,normal,97910,100000000,100,100,100,100,100,95,50,100,97557,32,0.0913979
0,lazy,normal,98010,100000000,100,100,100,100,100,95,50,100,97656,32,0.0915004
1,lazy,normal,98010,100000000,100,100,100,100,100,95,50,100,97656,32,0.0924019
0,lazy,normal,98110,100000000,100,100,100,100,100,95,50,100,97756,32,0.0923194
1,lazy,normal,98110,100000000,100,100,100,100,100,95,50,100,97756,32,0.0946164
0,lazy,normal,98210,100000000,100,100,100,100,100,95,50,100,97855,32,0.0940625
1,lazy,normal,98210,100000000,100,100,100,100,100,95,50,100,97855,32,0.0916071
0,lazy,normal,98310,100000000,100,100,100,100,100,95,50,100,97954,32,0.0929909
1,lazy,normal,98310,100000000,100,100,100,100,100,95,50,100,97954,32,0.0934259
0,lazy,normal,98410,100000000,100,100,100,100,100,95,50,100,98054,32,0.0928223
1,lazy,normal,98410,100000000,100,100,100,100,100,95,50,100,98054,32,0.0933979
0,lazy,normal,98510,100000000,100,100,100,100,100,95,50,100,98153,32,0.0937263
1,lazy,normal,98510,100000000,100,100,100,100,100,95,50,100,98153,32,0.0923086
0,lazy,normal,98610,100000000,100,100,100,100,100,95,50,100,98251,32,0.0915572
1,lazy,normal,98610,100000000,100,100,100,100,100,95,50,100,98251,32,0.0915829
0,lazy,normal,98710,100000000,100,100,100,100,100,95,50,100,98351,32,0.0928675
1,lazy,normal,98710,100000000,100,100,100,100,100,95,50,100,98351,32,0.0915753
0,lazy,normal,98810,100000000,100,100,100,100,100,95,50,100,98450,32,0.0935744
1,lazy,normal,98810,100000000,100,100,100,100,100,95,50,100,98450,32,0.0942732
0,lazy,normal,98910,100000000,100,100,100,100,100,95,50,100,98549,32,0.0932578
1,lazy,normal,98910,100000000,100,100,100,100,100,95,50,100,98549,32,0.0918195
0,lazy,normal,99010,100000000,100,100,100,100,100,95,50,100,98647,32,0.0936405
1,lazy,normal,99010,100000000,100,100,100,100,100,95,50,100,98647,32,0.0923355
0,lazy,normal,99110,100000000,100,100,100,100,100,95,50,100,98747,32,0.0944897
1,lazy,normal,99110,100000000,100,100,100,100,100,95,50,100,98747,32,0.0925934
0,lazy,normal,99210,100000000,100,100,100,100,100,95,50,100,98847,32,0.0932162
1,lazy,normal,99210,100000000,100,100,100,100,100,95,50,100,98847,32,0.0942408
0,lazy,normal,99310,100000000,100,100,100,100,100,95,50,100,98947,32,0.0928974
1,lazy,normal,99310,100000000,100,100,100,100,100,95,50,100,98947,32,0.0945271
0,lazy,normal,99410,100000000,100,100,100,100,100,95,50,100,99047,32,0.0928929
1,lazy,normal,99410,100000000,100,100,100,100,100,95,50,100,99047,32,0.0940324
0,lazy,normal,99510,100000000,100,100,100,100,100,95,50,100,99146,32,0.0956591
1,lazy,normal,99510,100000000,100,100,100,100,100,95,50,100,99146,32,0.094298
0,lazy,normal,99610,100000000,100,100,100,100,100,95,50,100,99245,32,0.0934731
1,lazy,normal,99610,100000000,100,100,100,100,100,95,50,100,99245,32,0.0943885
0,lazy,normal,99710,100000000,100,100,100,100,100,95,50,100,99344,32,0.0940435
1,lazy,normal,99710,100000000,100,100,100,100,100,95,50,100,99344,32,0.0958579
0,lazy,normal,99810,100000000,100,100,100,100,100,95,50,100,99443,32,0.095079
1,lazy,normal,99810,100000000,100,100,100,100,100,95,50,100,99443,32,0.094128
0,lazy,normal,99910,100000000,100,100,100,100,100,95,50,100,99541,32,0.0966406
1,lazy,normal,99910,100000000,100,100,100,100,100,95,50,100,99541,32,0.094127
0,lazy,normal,100010,100000000,100,100,100,100,100,95,50,100,99641,32,0.0955693
1,lazy,normal,100010,100000000,100,100,100,100,100,95,50,100,99641,32,0.0951075
0,lazy,normal,100110,100000000,100,100,100,100,100,95,50,100,99740,32,0.0943723
1,lazy,normal,100110,100000000,100,100,100,100,100,95,50,100,99740,32,0.0948233
0,lazy,normal,100210,100000000,100,100,100,100,100,95,50,100,99838,32,0.0942286
1,lazy,normal,100210,100000000,100,100,100,100,100,95,50,100,99838,32,0.0960131
0,lazy,normal,100310,100000000,100,100,100,100,100,95,50,100,99938,32,0.0961515
1,lazy,normal,100310,100000000,100,100,100,100,100,95,50,100,99938,32,0.0952758
0,lazy,normal,100410,100000000,100,100,100,100,100,95,50,100,100037,32,0.0942833
1,lazy,normal,100410,100000000,100,100,100,100,100,95,50,100,100037,32,0.0939993
0,lazy,normal,100510,100000000,100,100,100,100,100,95,50,100,100135,32,0.0957374
1,lazy,normal,100510,100000000,100,100,100,100,100,95,50,100,100135,32,0.0947402
0,lazy,normal,100610,100000000,100,100,100,100,100,95,50,100,100235,32,0.0940598
1,lazy,normal,100610,100000000,100,100,100,100,100,95,50,100,100235,32,0.0943589
0,lazy,normal,100710,100000000,100,100,100,100,100,95,50,100,100335,32,0.094221
1,lazy,normal,100710,100000000,100,100,100,100,100,95,50,100,100335,32,0.0965919
0,lazy,normal,100810,100000000,100,100,100,100,100,95,50,100,100434,32,0.0949717
1,lazy,normal,100810,100000000,100,100,100,100,100,95,50,100,100434,32,0.0948727
0,lazy,normal,100910,100000000,100,100,100,100,100,95,50,100,100534,32,0.0949864
1,lazy,normal,100910,100000000,100,100,100,100,100,95,50,100,100534,32,0.0950922
0,lazy,normal,101010,100000000,100,100,100,100,100,95,50,100,100633,32,0.0961806
1,lazy,normal,101010,100000000,100,100,100,100,100,95,50,100,100633,32,0.0954705
0,lazy,normal,101110,100000000,100,100,100,100,100,95,50,100,100730,32,0.095841
1,lazy,normal,101110,100000000,100,100,100,100,100,95,50,100,100730,32,0.0952282
0,lazy,normal,101210,100000000,100,100,100,100,100,95,50,100,100830,32,0.0959947
1,lazy,normal,101210,100000000,100,100,100,100,100,95,50,100,100830,32,0.0957408
0,lazy,normal,101310,100000000,100,100,100,100,100,95,50,100,100928,32,0.0957896
1,lazy,normal,101310,100000000,100,100,100,100,100,95,50,100,100928,32,0.0969701
0,lazy,normal,101410,100000000,100,100,100,100,100,95,50,100,101025,32,0.0968016
1,lazy,normal,101410,100000000,100,100,100,100,100,95,50,100,101025,32,0.0970005
0,lazy,normal,101510,100000000,100,100,100,100,100,95,50,100,101125,32,0.0959876
1,lazy,normal,101510,100000000,100,100,100,100,100,95,50,100,101125,32,0.0967951
0,lazy,normal,101610,100000000,100,100,100,100,100,95,50,100,101224,32,0.0964304
1,lazy,normal,101610,100000000,100,100,100,100,100,95,50,100,101224,32,0.0955165
0,lazy,normal,101710,100000000,100,100,100,100,100,95,50,100,101324,32,0.0973619
1,lazy,normal,101710,100000000,100,100,100,100,100,95,50,100,101324,32,0.0954687
0,lazy,normal,101810,100000000,100,100,100,100,100,95,50,100,101423,32,0.0975881
1,lazy,normal,101810,100000000,100,100,100,100,100,95,50,100,101423,32,0.0974489
0,lazy,normal,101910,100000000,100,100,100,100,100,95,50,100,101523,32,0.0960317
1,lazy,normal,101910,100000000,100,100,100,100,100,95,50,100,101523,32,0.0967829
0,lazy,normal,102010,100000000,100,100,100,100,100,95,50,100,101621,32,0.0964592
1,lazy,normal,102010,100000000,100,100,100,100,100,95,50,100,101621,32,0.0978091
0,lazy,normal,102110,100000000,100,100,100,100,100,95,50,100,101720,32,0.0965901
1,lazy,normal,102110,100000000,100,100,100,100,100,95,50,100,101720,32,0.0985882
0,lazy,normal,102210,100000000,100,100,100,100,100,95,50,100,101820,32,0.0967624
1,lazy,normal,102210,100000000,100,100,100,100,100,95,50,100,101820,32,0.0984243
0,lazy,normal,102310,100000000,100,100,100,100,100,95,50,100,101920,32,0.0985543
1,lazy,normal,102310,100000000,100,100,100,100,100,95,50,100,101920,32,0.0968061
0,lazy,normal,102410,100000000,100,100,100,100,100,95,50,100,102019,32,0.0982283
1,lazy,normal,102410,100000000,100,100,100,100,100,95,50,100,102019,32,0.0973353
0,lazy,normal,102510,100000000,100,100,100,100,100,95,50,100,102119,32,0.0981215
1,lazy,normal,102510,100000000,100,100,100,100,100,95,50,100,102119,32,0.099178
0,lazy,normal,102610,100000000,100,100,100,100,100,95,50,100,102219,32,0.0980826
1,lazy,normal,102610,100000000,100,100,100,100,100,95,50,100,102219,32,0.0979878
0,lazy,normal,102710,100000000,100,100,100,100,100,95,50,100,102319,32,0.0973676
1,lazy,normal,102710,100000000,100,100,100,100,100,95,50,100,102319,32,0.0986762
0,lazy,normal,102810,100000000,100,100,100,100,100,95,50,100,102419,32,0.100052
1,lazy,normal,102810,100000000,100,100,100,100,100,95,50,100,102419,32,0.098656
0,lazy,normal,102910,100000000,100,100,100,100,100,95,50,100,102517,32,0.0978003
1,lazy,normal,102910,100000000,100,100,100,100,100,95,50,100,102517,32,0.0970618
0,lazy,normal,103010,100000000,100,100,100,100,100,95,50,100,102616,32,0.0988802
1,lazy,normal,103010,100000000,100,100,100,100,100,95,50,100,102616,32,0.0993133
0,lazy,normal,103110,100000000,100,100,100,100,100,95,50,100,102716,32,0.0984868
1,lazy,normal,103110,100000000,100,100,100,100,100,95,50,100,102716,32,0.0984883
0,lazy,normal,103210,100000000,100,100,100,100,100,95,50,100,102815,32,0.097303
1,lazy,normal,103210,100000000,100,100,100,100,100,95,50,100,102815,32,0.0984407
0,lazy,normal,103310,100000000,100,100,100,100,100,95,50,100,102914,32,0.0985691
1,lazy,normal,103310,100000000,100,100,100,100,100,95,50,100,102914,32,0.0991262
0,lazy,normal,103410,100000000,100,100,100,100,100,95,50,100,103014,32,0.0980129
1,lazy,normal,103410,100000000,100,100,100,100,100,95,50,100,103014,32,0.0995226
0,lazy,normal,103510,100000000,100,100,100,100,100,95,50,100,103114,32,0.0983197
1,lazy,normal,103510,100000000,100,100,100,100,100,95,50,100,103114,32,0.0998255
0,lazy,normal,103610,100000000,100,100,100,100,100,95,50,100,103214,32,0.100215
1,lazy,normal,103610,100000000,100,100,100,100,100,95,50,100,103214,32,0.0993693
0,lazy,normal,103710,100000000,100,100,100,100,100,95,50,100,103314,32,0.0987407
1,lazy,normal,103710,100000000,100,100,100,100,100,95,50,100,103314,32,0.0990921
0,lazy,normal,103810,100000000,100,100,100,100,100,95,50,100,103414,32,0.0997779
1,lazy,normal,103810,100000000,100,100,100,100,100,95,50,100,103414,32,0.0991379
0,lazy,normal,103910,100000000,100,100,100,100,100,95,50,100,103511,32,0.0988242
1,lazy,normal,103910,100000000,100,100,100,100,100,95,50,100,103511,32,0.100531
0,lazy,normal,104010,100000000,100,100,100,100,100,95,50,100,103610,32,0.099637
1,lazy,normal,104010,100000000,100,100,100,100,100,95,50,100,103610,32,0.100407
0,lazy,normal,104110,100000000,100,100,100,100,100,95,50,100,103710,32,0.0992768
1,lazy,normal,104110,100000000,100,100,100,100,100,95,50,100,103710,32,0.0990234
0,lazy,normal,104210,100000000,100,100,100,100,100,95,50,100,103805,32,0.0995782
1,lazy,normal,104210,100000000,100,100,100,100,100,95,50,100,103805,32,0.098864
0,lazy,normal,104310,100000000,100,100,100,100,100,95,50,100,103904,32,0.0999038
1,lazy,normal,104310,100000000,100,100,100,100,100,95,50,100,103904,32,0.0997029
0,lazy,normal,104410,100000000,100,100,100,100,100,95,50,100,104004,32,0.0994892
1,lazy,normal,104410,100000000,100,100,100,100,100,95,50,100,104004,32,0.0997777
0,lazy,normal,104510,100000000,100,100,100,100,100,95,50,100,104102,32,0.0989865
1,lazy,normal,104510,100000000,100,100,100,100,100,95,50,100,104102,32,0.0998869
0,lazy,normal,104610,100000000,100,100,100,100,100,95,50,100,104202,32,0.100189
1,lazy,normal,104610,100000000,100,100,100,100,100,95,50,100,104202,32,0.100846
0,lazy,normal,104710,100000000,100,100,100,100,100,95,50,100,104302,32,0.10015
1,lazy,normal,104710,100000000,100,100,100,100,100,95,50,100,104302,32,0.100227
0,lazy,normal,104810,100000000,100,100,100,100,100,95,50,100,104401,32,0.100628
1,lazy,normal,104810,100000000,100,100,100,100,100,95,50,100,104401,32,0.10011
0,lazy,normal,104910,100000000,100,100,100,100,100,95,50,100,104500,32,0.100828
1,lazy,normal,104910,100000000,100,100,100,100,100,95,50,100,104500,32,0.101316
0,lazy,normal,105010,100000000,100,100,100,100,100,95,50,100,104599,32,0.101118
1,lazy,normal,105010,100000000,100,100,100,100,100,95,50,100,104599,32,0.10071
0,lazy,normal,105110,100000000,100,100,100,100,100,95,50,100,104698,32,0.102173
1,lazy,normal,105110,100000000,100,100,100,100,100,95,50,100,104698,32,0.101715
0,lazy,normal,105210,100000000,100,100,100,100,100,95,50,100,104797,32,0.10097
1,lazy,normal,105210,100000000,100,100,100,100,100,95,50,100,104797,32,0.100371
0,lazy,normal,105310,100000000,100,100,100,100,100,95,50,100,104894,32,0.101062
1,lazy,normal,105310,100000000,100,100,100,100,100,95,50,100,104894,32,0.101218
0,lazy,normal,105410,100000000,100,100,100,100,100,95,50,100,104994,32,0.101172
1,lazy,normal,105410,100000000,100,100,100,100,100,95,50,100,104994,32,0.100255
0,lazy,normal,105510,100000000,100,100,100,100,100,95,50,100,105093,32,0.101264
1,lazy,normal,105510,100000000,100,100,100,100,100,95,50,100,105093,32,0.100845
0,lazy,normal,105610,100000000,100,100,100,100,100,95,50,100,105191,32,0.101628
1,lazy,normal,105610,100000000,100,100,100,100,100,95,50,100,105191,32,0.100816
0,lazy,normal,105710,100000000,100,100,100,100,100,95,50,100,105290,32,0.101695
1,lazy,normal,105710,100000000,100,100,100,100,100,95,50,100,105290,32,0.101931
0,lazy,normal,105810,100000000,100,100,100,100,100,95,50,100,105389,32,0.102015
1,lazy,normal,105810,100000000,100,100,100,100,100,95,50,100,105389,32,0.10138
0,lazy,normal,105910,100000000,100,100,100,100,100,95,50,100,105488,32,0.101033
1,lazy,normal,105910,100000000,100,100,100,100,100,95,50,100,105488,32,0.101968
0,lazy,normal,106010,100000000,100,100,100,100,100,95,50,100,105586,32,0.100831
1,lazy,normal,106010,100000000,100,100,100,100,100,95,50,100,105586,32,0.101041
0,lazy,normal,106110,100000000,100,100,100,100,100,95,50,100,105683,32,0.101159
1,lazy,normal,106110,100000000,100,100,100,100,100,95,50,100,105683,32,0.10346
0,lazy,normal,106210,100000000,100,100,100,100,100,95,50,100,105781,32,0.103407
1,lazy,normal,106210,100000000,100,100,100,100,100,95,50,100,105781,32,0.101364
0,lazy,normal,106310,100000000,100,100,100,100,100,95,50,100,105881,32,0.101974
1,lazy,normal,106310,100000000,100,100,100,100,100,95,50,100,105881,32,0.101982
0,lazy,normal,106410,100000000,100,100,100,100,100,95,50,100,105979,32,0.10128
1,lazy,normal,106410,100000000,100,100,100,100,100,95,50,100,105979,32,0.101144
0,lazy,normal,106510,100000000,100,100,100,100,100,95,50,100,106078,32,0.102091
1,lazy,normal,106510,100000000,100,100,100,100,100,95,50,100,106078,32,0.102581
0,lazy,normal,106610,100000000,100,100,100,100,100,95,50,100,106178,32,0.10281
1,lazy,normal,106610,100000000,100,100,100,100,100,95,50,100,106178,32,0.101995
0,lazy,normal,106710,100000000,100,100,100,100,100,95,50,100,106276,32,0.104306
1,lazy,normal,106710,100000000,100,100,100,100,100,95,50,100,106276,32,0.103307
0,lazy,normal,106810,100000000,100,100,100,100,100,95,50,100,106373,32,0.104004
1,lazy,normal,106810,100000000,100,100,100,100,100,95,50,100,106373,32,0.103309
0,lazy,normal,106910,100000000,100,100,100,100,100,95,50,100,106473,32,0.102955
1,lazy,normal,106910,100000000,100,100,100,100,100,95,50,100,106473,32,0.104911
0,lazy,normal,107010,100000000,100,100,100,100,100,95,50,100,106573,32,0.103197
1,lazy,normal,107010,100000000,100,100,100,100,100,95,50,100,106573,32,0.103178
0,lazy,normal,107110,100000000,100,100,100,100,100,95,50,100,106673,32,0.102724
1,lazy,normal,107110,100000000,100,100,100,100,100,95,50,100,106673,32,0.104331
0,lazy,normal,107210,100000000,100,100,100,100,100,95,50,100,106772,32,0.10413
1,lazy,normal,107210,100000000,100,100,100,100,100,95,50,100,106772,32,0.104189
0,lazy,normal,107310,100000000,100,100,100,100,100,95,50,100,106872,32,0.104243
1,lazy,normal,107310,100000000,100,100,100,100,100,95,50,100,106872,32,0.103044
0,lazy,normal,107410,100000000,100,100,100,100,100,95,50,100,106971,32,0.103334
1,lazy,normal,107410,100000000,100,100,100,100,100,95,50,100,106971,32,0.103111
0,lazy,normal,107510,100000000,100,100,100,100,100,95,50,100,107071,32,0.104743
