0,additional,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100199007,0,0,0,0,0,0,0,0,2285.01,0,19.9916,2305
1,additional,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100199007,0,0,0,0,0,0,0,0,2284.54,0,20.0357,2304.57
2,additional,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100199007,0,0,0,0,0,0,0,0,2281.22,0,20.0564,2301.27
3,additional,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100199007,0,0,0,0,0,0,0,0,2314.55,0,20.2391,2334.79
4,additional,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100199007,0,0,0,0,0,0,0,0,2285.85,0,20.0356,2305.89
0,lazy,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100537089,100197018,1000985,994723,3,21.414426,0.341697,0.374393,0.000003,2660.41,22.1305,0,2682.54
1,lazy,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100537089,100197018,1000985,994723,3,21.359343,0.340201,0.374303,0.000004,2639.25,22.0739,0,2661.33
2,lazy,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100537089,100197018,1000985,994723,3,21.520335,0.342119,0.376968,0.000004,2692.21,22.2394,0,2714.44
3,lazy,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100537089,100197018,1000985,994723,3,21.300454,0.341219,0.377549,0.000003,2641.92,22.0192,0,2663.94
4,lazy,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100537089,100197018,1000985,994723,3,21.244792,0.339303,0.377209,0.000003,2667.64,21.9613,0,2689.61
0,eager,normal,100000,1000000000,1000,1000000,1000000,1000000,1000000,999,1000983,9883,100200994,100197018,1000985,994723,3,22.866103,0.392540,0.366515,0.000003,2640.82,23.6252,0,2664.44
