iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time,exec time,post filtering time,total time
0,additional,normal,10,100000000,100,100,100,100,100,100,10,5,10,0,0,0,0,0,0,0,0,1.2431e-05,0,1.6228e-05,2.8659e-05,0,0,3.0789e-05
1,additional,normal,10,100000000,100,100,100,100,100,100,10,5,10,0,0,0,0,0,0,0,0,1.0577e-05,0,1.5093e-05,2.567e-05,0,0,2.7817e-05
2,additional,normal,10,100000000,100,100,100,100,100,100,10,5,10,0,0,0,0,0,0,0,0,1.0694e-05,0,1.4795e-05,2.5489e-05,0,0,2.7563e-05
0,additional,normal,10010,100000000,100,100,100,100,100,99,10010,23,10228,0,0,0,0,0,0,0,0,0.015926,0,0.0161882,0.0321142,0,0,0.0338273
1,additional,normal,10010,100000000,100,100,100,100,100,99,10010,23,10228,0,0,0,0,0,0,0,0,0.00707164,0,0.00399415,0.0110658,0,0,0.0118787
2,additional,normal,10010,100000000,100,100,100,100,100,99,10010,23,10228,0,0,0,0,0,0,0,0,0.0157629,0,0.0175951,0.033358,0,0,0.0350527
0,additional,normal,20010,100000000,100,100,100,100,100,98,20006,27,20840,0,0,0,0,0,0,0,0,0.0106527,0,0.00867862,0.0193313,0,0,0.0204811
1,additional,normal,20010,100000000,100,100,100,100,100,98,20006,27,20840,0,0,0,0,0,0,0,0,0.0108741,0,0.00864271,0.0195168,0,0,0.0206175
2,additional,normal,20010,100000000,100,100,100,100,100,98,20006,27,20840,0,0,0,0,0,0,0,0,0.0108428,0,0.00860718,0.0194499,0,0,0.0206294
0,additional,normal,30010,100000000,100,100,100,100,100,98,30000,28,31841,0,0,0,0,0,0,0,0,0.0396826,0,0.0184781,0.0581607,0,0,0.0620837
1,additional,normal,30010,100000000,100,100,100,100,100,98,30000,28,31841,0,0,0,0,0,0,0,0,0.0390557,0,0.0183367,0.0573925,0,0,0.0612651
2,additional,normal,30010,100000000,100,100,100,100,100,98,30000,28,31841,0,0,0,0,0,0,0,0,0.0145938,0,0.0143206,0.0289144,0,0,0.0304395
0,additional,normal,40010,100000000,100,100,100,100,100,98,39980,29,43075,0,0,0,0,0,0,0,0,0.0188047,0,0.0200581,0.0388628,0,0,0.0407404
1,additional,normal,40010,100000000,100,100,100,100,100,98,39980,29,43075,0,0,0,0,0,0,0,0,0.0468423,0,0.0221096,0.068952,0,0,0.0735347
2,additional,normal,40010,100000000,100,100,100,100,100,98,39980,29,43075,0,0,0,0,0,0,0,0,0.0186687,0,0.0206449,0.0393136,0,0,0.041156
0,additional,normal,50010,100000000,100,100,100,100,100,97,49955,29,54805,0,0,0,0,0,0,0,0,0.0224587,0,0.0260109,0.0484696,0,0,0.0506276
1,additional,normal,50010,100000000,100,100,100,100,100,97,49955,29,54805,0,0,0,0,0,0,0,0,0.0235883,0,0.0271523,0.0507406,0,0,0.0529829
2,additional,normal,50010,100000000,100,100,100,100,100,97,49955,29,54805,0,0,0,0,0,0,0,0,0.0227792,0,0.0264813,0.0492604,0,0,0.0514415
0,additional,normal,60010,100000000,100,100,100,100,100,97,59910,30,66843,0,0,0,0,0,0,0,0,0.0570186,0,0.0357952,0.0928138,0,0,0.0982259
1,additional,normal,60010,100000000,100,100,100,100,100,97,59910,30,66843,0,0,0,0,0,0,0,0,0.0285098,0,0.035089,0.0635989,0,0,0.0662226
2,additional,normal,60010,100000000,100,100,100,100,100,97,59910,30,66843,0,0,0,0,0,0,0,0,0.0563871,0,0.0338578,0.0902449,0,0,0.0956232
0,additional,normal,70010,100000000,100,100,100,100,100,96,69868,30,79206,0,0,0,0,0,0,0,0,0.0318252,0,0.0419871,0.0738123,0,0,0.0767519
