10,0.124237,880760200000
10,0.123754,880760200000
100,1.29862,9823481200000
100,1.29209,9823481200000
1000,13.5231,99704371600000
1000,13.0207,99704371600000
10000,130.908,1001783458000000
10000,152.471,1001783458000000
100000,1304.91,10009306629200000
100000,1315.63,10009306629200000
