iter,strategy,num queries,domain size,leaf size,range size,distribution,avg node length,# leaf nodes,max tree depth,queries indexed,insert ops,transfer ops,share ops,merge ops,insert time,transfer time,share time,merge time,mapping time,tree time,total time
0,additional,1000,1000000,100,100000,normal,99,10002,3492,1002344,0,0,0,0,0,0,0,0,0.105448,12.499,12.6525
1,additional,1000,1000000,100,100000,normal,99,10002,3492,1002344,0,0,0,0,0,0,0,0,0.105887,12.726,12.8841
2,additional,1000,1000000,100,100000,normal,99,10002,3492,1002344,0,0,0,0,0,0,0,0,0.106269,12.6143,12.7652
3,additional,1000,1000000,100,100000,normal,99,10002,3492,1002344,0,0,0,0,0,0,0,0,0.106197,12.4053,12.5519
4,additional,1000,1000000,100,100000,normal,99,10002,3492,1002344,0,0,0,0,0,0,0,0,0.105946,12.4491,12.5918
0,additional,1000,1000000,1000,100000,normal,986,1012,351,102080,0,0,0,0,0,0,0,0,0.00765546,0.129595,0.140883
1,additional,1000,1000000,1000,100000,normal,986,1012,351,102080,0,0,0,0,0,0,0,0,0.00763565,0.131076,0.142307
2,additional,1000,1000000,1000,100000,normal,986,1012,351,102080,0,0,0,0,0,0,0,0,0.00757742,0.131379,0.142538
3,additional,1000,1000000,1000,100000,normal,986,1012,351,102080,0,0,0,0,0,0,0,0,0.00756972,0.131167,0.14232
4,additional,1000,1000000,1000,100000,normal,986,1012,351,102080,0,0,0,0,0,0,0,0,0.00759247,0.129827,0.140983
0,additional,1000,1000000,10000,100000,normal,8915,112,36,12090,0,0,0,0,0,0,0,0,0.000563519,0.00235963,0.00329736
1,additional,1000,1000000,10000,100000,normal,8915,112,36,12090,0,0,0,0,0,0,0,0,0.000555288,0.00231935,0.00327191
2,additional,1000,1000000,10000,100000,normal,8915,112,36,12090,0,0,0,0,0,0,0,0,0.000560075,0.00225168,0.00318544
3,additional,1000,1000000,10000,100000,normal,8915,112,36,12090,0,0,0,0,0,0,0,0,0.000569141,0.00237101,0.00331935
4,additional,1000,1000000,10000,100000,normal,8915,112,36,12090,0,0,0,0,0,0,0,0,0.000564748,0.00240939,0.00334842
0,additional,1000,1000000,100000,100000,normal,62411,16,6,2587,0,0,0,0,0,0,0,0,0.000111133,0.000161366,0.000318585
1,additional,1000,1000000,100000,100000,normal,62411,16,6,2587,0,0,0,0,0,0,0,0,0.000111383,0.000193869,0.000351553
2,additional,1000,1000000,100000,100000,normal,62411,16,6,2587,0,0,0,0,0,0,0,0,0.000113891,0.000161778,0.000321773
3,additional,1000,1000000,100000,100000,normal,62411,16,6,2587,0,0,0,0,0,0,0,0,0.000114602,0.000160585,0.000321305
