iter,strategy,num queries,domain size,leaf size,range size,distribution,avg node length,# leaf nodes,max tree depth,queries indexed,insert ops,transfer ops,share ops,merge ops,insert time,transfer time,share time,merge time,mapping time,tree time,total time
4,additional,1000,1000000,100000,100000,normal,62411,16,6,2587,0,0,0,0,0,0,0,0,0.000112884,0.000162926,0.000321903
0,additional,1000,1000000,1000000,100000,normal,998590,1,0,1000,0,0,0,0,0,0,0,0,4.4552e-05,4.4212e-05,0.000107098
1,additional,1000,1000000,1000000,100000,normal,998590,1,0,1000,0,0,0,0,0,0,0,0,4.3714e-05,4.4228e-05,0.000106208
2,additional,1000,1000000,1000000,100000,normal,998590,1,0,1000,0,0,0,0,0,0,0,0,4.3442e-05,4.4308e-05,0.000106107
3,additional,1000,1000000,1000000,100000,normal,998590,1,0,1000,0,0,0,0,0,0,0,0,4.3555e-05,4.4197e-05,0.000106097
4,additional,1000,1000000,1000000,100000,normal,998590,1,0,1000,0,0,0,0,0,0,0,0,4.3619e-05,4.4199e-05,0.000106168
0,lazy,1000,1000000,100,100000,normal,99,10002,3492,1993946,1984983,10001,9931,0,0.148490,0.001670,0.003480,0.000000,0.153641,13.8356,13.9892
1,lazy,1000,1000000,100,100000,normal,99,10002,3492,1993946,1984983,10001,9931,0,0.154502,0.001714,0.003422,0.000000,0.159638,14.4599,14.6196
2,lazy,1000,1000000,100,100000,normal,99,10002,3492,1993946,1984983,10001,9931,0,0.150977,0.001704,0.003429,0.000000,0.156111,14.3705,14.5266
3,lazy,1000,1000000,100,100000,normal,99,10002,3492,1993946,1984983,10001,9931,0,0.154402,0.001681,0.003467,0.000000,0.159549,14.5897,14.7492
4,lazy,1000,1000000,100,100000,normal,99,10002,3492,1993946,1984983,10001,9931,0,0.153012,0.001646,0.003391,0.000000,0.158049,14.5785,14.7366
0,lazy,1000,1000000,1000,100000,normal,986,1012,351,200979,200040,1011,968,0,0.010450,0.000146,0.000343,0.000000,0.0109393,0.131475,0.142414
1,lazy,1000,1000000,1000,100000,normal,986,1012,351,200979,200040,1011,968,0,0.010207,0.000149,0.000351,0.000000,0.0107073,0.131689,0.142396
2,lazy,1000,1000000,1000,100000,normal,986,1012,351,200979,200040,1011,968,0,0.010171,0.000146,0.000349,0.000000,0.0106659,0.131378,0.142044
3,lazy,1000,1000000,1000,100000,normal,986,1012,351,200979,200040,1011,968,0,0.010443,0.000149,0.000354,0.000000,0.0109458,0.133574,0.144519
4,lazy,1000,1000000,1000,100000,normal,986,1012,351,200979,200040,1011,968,0,0.010342,0.000145,0.000348,0.000000,0.0108346,0.131731,0.142566
0,lazy,1000,1000000,10000,100000,normal,8915,112,36,21111,20955,113,95,2,0.000904,0.000019,0.000050,0.000002,0.000975197,0.00244144,0.00341664
1,lazy,1000,1000000,10000,100000,normal,8915,112,36,21111,20955,113,95,2,0.000906,0.000019,0.000044,0.000002,0.000970545,0.00243067,0.00340121
2,lazy,1000,1000000,10000,100000,normal,8915,112,36,21111,20955,113,95,2,0.000930,0.000019,0.000042,0.000002,0.000992263,0.00242965,0.00342191
3,lazy,1000,1000000,10000,100000,normal,8915,112,36,21111,20955,113,95,2,0.000902,0.000019,0.000042,0.000002,0.000964782,0.00243652,0.0034013
4,lazy,1000,1000000,10000,100000,normal,8915,112,36,21111,20955,113,95,2,0.000974,0.000020,0.000043,0.000003,0.00104054,0.00252046,0.003561
0,lazy,1000,1000000,100000,100000,normal,62411,16,6,2626,2543,27,12,12,0.000112,0.000005,0.000013,0.000007,0.000137707,0.000165494,0.000303201
1,lazy,1000,1000000,100000,100000,normal,62411,16,6,2626,2543,27,12,12,0.000114,0.000005,0.000013,0.000007,0.000139374,0.000170071,0.000309445
2,lazy,1000,1000000,100000,100000,normal,62411,16,6,2626,2543,27,12,12,0.000112,0.000005,0.000013,0.000008,0.00013831,0.000167257,0.000305567
3,lazy,1000,1000000,100000,100000,normal,62411,16,6,2626,2543,27,12,12,0.000113,0.000005,0.000015,0.000008,0.000141068,0.00016884,0.000309908
4,lazy,1000,1000000,100000,100000,normal,62411,16,6,2626,2543,27,12,12,0.000144,0.000005,0.000031,0.000008,0.000187776,0.00016625,0.000354026
0,lazy,1000,1000000,1000000,100000,normal,998590,1,0,1000,1000,13,0,13,0.000035,0.000007,0.000000,0.000037,7.9382e-05,4.5024e-05,0.000124406
1,lazy,1000,1000000,1000000,100000,normal,998590,1,0,1000,1000,13,0,13,0.000035,0.000006,0.000000,0.000037,7.8089e-05,4.482e-05,0.000122909
2,lazy,1000,1000000,1000000,100000,normal,998590,1,0,1000,1000,13,0,13,0.000035,0.000006,0.000000,0.000037,7.8762e-05,4.4818e-05,0.00012358
3,lazy,1000,1000000,1000000,100000,normal,998590,1,0,1000,1000,13,0,13,0.000035,0.000006,0.000000,0.000037,7.8462e-05,4.473e-05,0.000123192
4,lazy,1000,1000000,1000000,100000,normal,998590,1,0,1000,1000,13,0,13,0.000035,0.000007,0.000000,0.000037,7.8726e-05,4.4858e-05,0.000123584
0,eager,1000,1000000,100,100000,normal,99,10002,3492,1994995,1984983,10001,9931,0,0.169492,0.002286,0.004570,0.000000,0.176349,16.0157,16.1921
1,eager,1000,1000000,100,100000,normal,99,10002,3492,1994995,1984983,10001,9931,0,0.176624,0.002314,0.004577,0.000000,0.183515,16.2153,16.3988
2,eager,1000,1000000,100,100000,normal,99,10002,3492,1994995,1984983,10001,9931,0,0.174798,0.002263,0.004537,0.000000,0.181599,16.4154,16.597
3,eager,1000,1000000,100,100000,normal,99,10002,3492,1994995,1984983,10001,9931,0,0.177115,0.002319,0.004595,0.000000,0.184029,16.8636,17.0476
4,eager,1000,1000000,100,100000,normal,99,10002,3492,1994995,1984983,10001,9931,0,0.174625,0.002395,0.004683,0.000000,0.181704,17.033,17.2147
0,eager,1000,1000000,1000,100000,normal,986,1012,351,201059,200040,1011,968,0,0.012749,0.000207,0.000470,0.000000,0.0134264,0.134256,0.147682
1,eager,1000,1000000,1000,100000,normal,986,1012,351,201059,200040,1011,968,0,0.012966,0.000212,0.000464,0.000000,0.0136419,0.135052,0.148694
2,eager,1000,1000000,1000,100000,normal,986,1012,351,201059,200040,1011,968,0,0.012842,0.000227,0.000487,0.000000,0.0135557,0.135186,0.148742
3,eager,1000,1000000,1000,100000,normal,986,1012,351,201059,200040,1011,968,0,0.012565,0.000204,0.000450,0.000000,0.013219,0.13436,0.147579
4,eager,1000,1000000,1000,100000,normal,986,1012,351,201059,200040,1011,968,0,0.012618,0.000208,0.000466,0.000000,0.0132923,0.134539,0.147831
0,eager,1000,1000000,10000,100000,normal,8915,112,36,21074,20955,113,95,2,0.001091,0.000026,0.000052,0.000002,0.00117139,0.0023745,0.00354589
1,eager,1000,1000000,10000,100000,normal,8915,112,36,21074,20955,113,95,2,0.001079,0.000026,0.000053,0.000002,0.00115855,0.00239767,0.00355621
2,eager,1000,1000000,10000,100000,normal,8915,112,36,21074,20955,113,95,2,0.001190,0.000026,0.000054,0.000003,0.00127367,0.00249134,0.00376502
3,eager,1000,1000000,10000,100000,normal,8915,112,36,21074,20955,113,95,2,0.001094,0.000026,0.000054,0.000002,0.00117642,0.00240498,0.00358139
4,eager,1000,1000000,10000,100000,normal,8915,112,36,21074,20955,113,95,2,0.001103,0.000026,0.000054,0.000002,0.00118429,0.00238075,0.00356504
0,eager,1000,1000000,100000,100000,normal,62411,16,6,2587,2543,27,12,12,0.000139,0.000008,0.000016,0.000010,0.00017307,0.00016531,0.00033838
1,eager,1000,1000000,100000,100000,normal,62411,16,6,2587,2543,27,12,12,0.000137,0.000009,0.000016,0.000009,0.00017088,0.000160896,0.000331776
2,eager,1000,1000000,100000,100000,normal,62411,16,6,2587,2543,27,12,12,0.000142,0.000009,0.000016,0.000009,0.000175989,0.000178528,0.000354517
3,eager,1000,1000000,100000,100000,normal,62411,16,6,2587,2543,27,12,12,0.000136,0.000009,0.000016,0.000009,0.000170046,0.000161669,0.000331715
4,eager,1000,1000000,100000,100000,normal,62411,16,6,2587,2543,27,12,12,0.000136,0.000008,0.000016,0.000009,0.000168472,0.000160449,0.000328921
0,eager,1000,1000000,1000000,100000,normal,998590,1,0,1000,1000,13,0,13,0.000047,0.000035,0.000000,0.000064,0.000145432,4.3718e-05,0.00018915
1,eager,1000,1000000,1000000,100000,normal,998590,1,0,1000,1000,13,0,13,0.000051,0.000035,0.000000,0.000090,0.000175564,6.8728e-05,0.000244292
2,eager,1000,1000000,1000000,100000,normal,998590,1,0,1000,1000,13,0,13,0.000046,0.000035,0.000000,0.000065,0.000146657,4.484e-05,0.000191497
3,eager,1000,1000000,1000000,100000,normal,998590,1,0,1000,1000,13,0,13,0.000047,0.000040,0.000000,0.000065,0.000151779,4.4854e-05,0.000196633
4,eager,1000,1000000,1000000,100000,normal,998590,1,0,1000,1000,13,0,13,0.000046,0.000036,0.000000,0.000065,0.000147339,4.48e-05,0.000192139
