iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,100000,1000000,1000,10000,10000,10000,10000,903,1107,82,1204891,0,0,0,0,0,0,0,0,0.514811,0,0.0905238,0.605335
1,additional,normal,100000,1000000,1000,10000,10000,10000,10000,903,1107,82,1204891,0,0,0,0,0,0,0,0,0.512701,0,0.0921205,0.604822
2,additional,normal,100000,1000000,1000,10000,10000,10000,10000,903,1107,82,1204891,0,0,0,0,0,0,0,0,0.511972,0,0.0906024,0.602574
3,additional,normal,100000,1000000,1000,10000,10000,10000,10000,903,1107,82,1204891,0,0,0,0,0,0,0,0,0.5124,0,0.0910866,0.603487
4,additional,normal,100000,1000000,1000,10000,10000,10000,10000,903,1107,82,1204891,0,0,0,0,0,0,0,0,0.513278,0,0.0916324,0.60491
0,additional,normal,100000,1000000,10000,10000,10000,10000,10000,6578,152,18,252308,0,0,0,0,0,0,0,0,0.0261086,0,0.0130859,0.0391945
1,additional,normal,100000,1000000,10000,10000,10000,10000,10000,6578,152,18,252308,0,0,0,0,0,0,0,0,0.0251587,0,0.0128231,0.0379818
2,additional,normal,100000,1000000,10000,10000,10000,10000,10000,6578,152,18,252308,0,0,0,0,0,0,0,0,0.0251328,0,0.0133142,0.038447
3,additional,normal,100000,1000000,10000,10000,10000,10000,10000,6578,152,18,252308,0,0,0,0,0,0,0,0,0.0249979,0,0.0128557,0.0378535
4,additional,normal,100000,1000000,10000,10000,10000,10000,10000,6578,152,18,252308,0,0,0,0,0,0,0,0,0.0251492,0,0.0130549,0.0382041
0,additional,normal,100000,1000000,100000,10000,10000,10000,10000,55554,18,8,117136,0,0,0,0,0,0,0,0,0.00821212,0,0.0066093,0.0148214
1,additional,normal,100000,1000000,100000,10000,10000,10000,10000,55554,18,8,117136,0,0,0,0,0,0,0,0,0.00824531,0,0.0067605,0.0150058
2,additional,normal,100000,1000000,100000,10000,10000,10000,10000,55554,18,8,117136,0,0,0,0,0,0,0,0,0.00829761,0,0.0063514,0.014649
