iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,100000,1000000,max_range,10,1,5,10,5,75264,32,130777,0,0,0,0,0,0,0,0,0.0408145,0,0.0629159,0.10373
1,additional,normal,100000,1000000,max_range,10,1,5,10,5,75264,32,130777,0,0,0,0,0,0,0,0,0.0441874,0,0.0635331,0.107721
2,additional,normal,100000,1000000,max_range,10,1,5,10,5,75264,32,130777,0,0,0,0,0,0,0,0,0.0436599,0,0.0629947,0.106655
3,additional,normal,100000,1000000,max_range,10,1,5,10,5,75264,32,130777,0,0,0,0,0,0,0,0,0.0420743,0,0.0675281,0.109602
4,additional,normal,100000,1000000,max_range,10,1,5,10,5,75264,32,130777,0,0,0,0,0,0,0,0,0.0423405,0,0.0654053,0.107746
0,additional,normal,100000,1000000,max_range,100,1,50,100,60,16426,29,174531,0,0,0,0,0,0,0,0,0.0378867,0,0.03582,0.0737068
1,additional,normal,100000,1000000,max_range,100,1,50,100,60,16426,29,174531,0,0,0,0,0,0,0,0,0.0376719,0,0.0350981,0.07277
2,additional,normal,100000,1000000,max_range,100,1,50,100,60,16426,29,174531,0,0,0,0,0,0,0,0,0.037459,0,0.034997,0.072456
3,additional,normal,100000,1000000,max_range,100,1,50,100,60,16426,29,174531,0,0,0,0,0,0,0,0,0.0372633,0,0.0350437,0.072307
4,additional,normal,100000,1000000,max_range,100,1,50,100,60,16426,29,174531,0,0,0,0,0,0,0,0,0.037375,0,0.0350517,0.0724267
0,additional,normal,100000,1000000,max_range,1000,1,500,1000,614,1627,18,180437,0,0,0,0,0,0,0,0,0.0249962,0,0.0193177,0.0443139
1,additional,normal,100000,1000000,max_range,1000,1,500,1000,614,1627,18,180437,0,0,0,0,0,0,0,0,0.0248707,0,0.019251,0.0441216
2,additional,normal,100000,1000000,max_range,1000,1,500,1000,614,1627,18,180437,0,0,0,0,0,0,0,0,0.0248423,0,0.0191376,0.0439799
3,additional,normal,100000,1000000,max_range,1000,1,500,1000,614,1627,18,180437,0,0,0,0,0,0,0,0,0.0256098,0,0.0198229,0.0454327
4,additional,normal,100000,1000000,max_range,1000,1,500,1000,614,1627,18,180437,0,0,0,0,0,0,0,0,0.0245865,0,0.0189798,0.0435663
0,additional,normal,100000,1000000,max_range,10000,1,5002,10000,6249,160,13,180003,0,0,0,0,0,0,0,0,0.017414,0,0.0110578,0.0284719
1,additional,normal,100000,1000000,max_range,10000,1,5002,10000,6249,160,13,180003,0,0,0,0,0,0,0,0,0.0180677,0,0.0111762,0.0292439
2,additional,normal,100000,1000000,max_range,10000,1,5002,10000,6249,160,13,180003,0,0,0,0,0,0,0,0,0.0173818,0,0.0110579,0.0284398
3,additional,normal,100000,1000000,max_range,10000,1,5002,10000,6249,160,13,180003,0,0,0,0,0,0,0,0,0.0176765,0,0.0112488,0.0289253
4,additional,normal,100000,1000000,max_range,10000,1,5002,10000,6249,160,13,180003,0,0,0,0,0,0,0,0,0.0174004,0,0.011374,0.0287744
0,additional,normal,100000,1000000,max_range,100000,1,50025,100000,62498,16,7,182361,0,0,0,0,0,0,0,0,0.0118028,0,0.00791468,0.0197174
1,additional,normal,100000,1000000,max_range,100000,1,50025,100000,62498,16,7,182361,0,0,0,0,0,0,0,0,0.0117131,0,0.00803183,0.019745
2,additional,normal,100000,1000000,max_range,100000,1,50025,100000,62498,16,7,182361,0,0,0,0,0,0,0,0,0.01169,0,0.00802328,0.0197133
3,additional,normal,100000,1000000,max_range,100000,1,50025,100000,62498,16,7,182361,0,0,0,0,0,0,0,0,0.011672,0,0.00826806,0.0199401
4,additional,normal,100000,1000000,max_range,100000,1,50025,100000,62498,16,7,182361,0,0,0,0,0,0,0,0,0.0116958,0,0.00793702,0.0196329
0,lazy,normal,100000,1000000,max_range,10,1,5,10,5,75264,32,143995,106624,86940,14887,11664,0.010823,0.021290,0.006554,0.003862,0.0476532,0.0425282,0,0.0901813
1,lazy,normal,100000,1000000,max_range,10,1,5,10,5,75264,32,143995,106624,86940,14887,11664,0.011195,0.021919,0.006574,0.003884,0.0500962,0.0435713,0,0.0936675
2,lazy,normal,100000,1000000,max_range,10,1,5,10,5,75264,32,143995,106624,86940,14887,11664,0.011119,0.021844,0.006542,0.003891,0.0485705,0.043397,0,0.0919674
