iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,additional,normal,100000,1000000,max_range,1000000,10000,55058,99999,66666,15,6,181095,0,0,0,0,0,0,0,0,0.0111936,0,0.00767907,0.0188727
1,additional,normal,100000,1000000,max_range,1000000,10000,55058,99999,66666,15,6,181095,0,0,0,0,0,0,0,0,0.0114515,0,0.00777879,0.0192303
2,additional,normal,100000,1000000,max_range,1000000,10000,55058,99999,66666,15,6,181095,0,0,0,0,0,0,0,0,0.0113639,0,0.00781862,0.0191825
3,additional,normal,100000,1000000,max_range,1000000,10000,55058,99999,66666,15,6,181095,0,0,0,0,0,0,0,0,0.0114949,0,0.00788574,0.0193806
4,additional,normal,100000,1000000,max_range,1000000,10000,55058,99999,66666,15,6,181095,0,0,0,0,0,0,0,0,0.0113191,0,0.00781127,0.0191304
0,additional,normal,100000,1000000,5000000,1000000,10000,55058,99999,999999,1,0,100000,0,0,0,0,0,0,0,0,0.00457441,0,0.00508198,0.00965639
1,additional,normal,100000,1000000,5000000,1000000,10000,55058,99999,999999,1,0,100000,0,0,0,0,0,0,0,0,0.00450619,0,0.00484876,0.00935495
2,additional,normal,100000,1000000,5000000,1000000,10000,55058,99999,999999,1,0,100000,0,0,0,0,0,0,0,0,0.00454008,0,0.00520917,0.00974925
3,additional,normal,100000,1000000,5000000,1000000,10000,55058,99999,999999,1,0,100000,0,0,0,0,0,0,0,0,0.00452124,0,0.00479182,0.00931306
4,additional,normal,100000,1000000,5000000,1000000,10000,55058,99999,999999,1,0,100000,0,0,0,0,0,0,0,0,0.00458019,0,0.00491228,0.00949247
0,additional,normal,100000,1000000,2500000,1000000,10000,55058,99999,999999,1,0,100000,0,0,0,0,0,0,0,0,0.00451468,0,0.00498233,0.00949701
1,additional,normal,100000,1000000,2500000,1000000,10000,55058,99999,999999,1,0,100000,0,0,0,0,0,0,0,0,0.00464089,0,0.00489869,0.00953958
2,additional,normal,100000,1000000,2500000,1000000,10000,55058,99999,999999,1,0,100000,0,0,0,0,0,0,0,0,0.0046005,0,0.00498577,0.00958628
